customer_id,transaction_date,category,amount
4,2025-06-27,Groceries,39532.96
4,2025-02-04,Groceries,25795.89
4,2025-09-13,Entertainment,7518.18
4,2025-09-20,Groceries,43919.86
4,2025-08-13,Rent,37679.91
4,2025-04-18,Rent,6215.42
4,2025-04-29,Rent,22925.05
4,2025-09-22,Investment,916.67
4,2024-10-27,Travel,5514.59
4,2025-04-01,Travel,11892.59
4,2025-08-20,Entertainment,40701.81
4,2025-05-22,Entertainment,48593.71
4,2025-02-28,Travel,32548.93
4,2024-11-26,Entertainment,3867.24
4,2025-05-07,Investment,41901.17
5,2025-07-16,Investment,23807.49
5,2025-02-26,Groceries,29839.64
5,2025-01-11,Travel,11232.34
5,2024-10-14,Entertainment,1167.71
5,2025-03-11,Travel,23636.19
5,2025-02-11,Groceries,10256.47
5,2025-05-28,Dining,11701.67
5,2025-07-05,Travel,20856.93
5,2025-02-13,Travel,44655.12
5,2025-07-23,Groceries,33694.42
5,2025-04-29,Investment,49843.33
5,2025-08-14,Dining,47772.78
5,2025-03-11,Rent,38504.83
5,2025-05-26,Entertainment,15147.98
5,2024-12-27,Investment,49976.02
5,2024-11-25,Groceries,23056.5
5,2025-08-28,Travel,7759.38
5,2024-12-02,Rent,26682.48
5,2024-10-11,Travel,39056.6
5,2025-02-10,Rent,23599.47
5,2025-05-04,Dining,44139.28
5,2025-02-15,Rent,9948.63
5,2025-02-18,Entertainment,9788.26
5,2025-03-27,Groceries,42266.21
5,2025-02-07,Rent,19564.26
5,2025-09-03,Rent,15986.17
5,2025-05-10,Travel,48671.03
5,2024-12-19,Entertainment,43341.68
5,2024-12-10,Groceries,18456.51
5,2025-02-20,Entertainment,14606.06
5,2025-01-02,Entertainment,21088.22
5,2025-02-03,Travel,16437.3
5,2025-08-16,Investment,47387.84
5,2025-07-20,Entertainment,5549.66
5,2025-03-03,Dining,38945.26
6,2025-01-07,Travel,38603.43
6,2024-10-24,Travel,1689.72
6,2025-06-08,Travel,14231.35
6,2024-12-12,Travel,25721.47
6,2025-07-02,Dining,7857.27
6,2025-02-18,Travel,43561.18
6,2024-10-02,Travel,30933.93
6,2024-10-26,Investment,3045.29
6,2025-05-17,Dining,34815.13
6,2025-08-25,Groceries,22483.63
6,2025-01-10,Entertainment,5125.27
6,2024-12-18,Travel,11998.88
6,2025-05-04,Entertainment,40904.45
6,2024-10-21,Travel,941.25
6,2025-07-30,Dining,29923.8
6,2025-08-12,Rent,1438.65
6,2025-07-15,Rent,13737.91
6,2025-03-05,Travel,7170.53
6,2025-04-06,Groceries,27009.96
6,2024-12-03,Investment,35641.52
6,2025-06-17,Entertainment,16965.25
6,2025-03-25,Travel,15758.15
7,2024-12-10,Travel,41436.73
7,2024-10-16,Entertainment,47968.34
7,2024-11-12,Dining,19659.54
7,2024-10-26,Entertainment,41281.4
7,2025-08-08,Groceries,21866.16
7,2025-02-06,Travel,17466.49
7,2025-06-07,Investment,31024.15
7,2024-11-11,Rent,42398.39
7,2024-10-17,Entertainment,17541.42
7,2025-03-01,Entertainment,23821.05
7,2025-07-09,Groceries,31038.93
7,2025-02-06,Investment,13905.51
7,2025-01-22,Rent,21536.13
7,2025-05-01,Dining,33338.48
7,2024-11-04,Groceries,24385.32
7,2025-05-27,Entertainment,41639.93
7,2025-07-21,Groceries,18070.16
7,2025-06-18,Travel,9801.13
7,2024-10-04,Entertainment,7183.48
7,2025-05-14,Groceries,25273.16
7,2025-01-15,Investment,41477.03
7,2025-07-02,Travel,18280.57
7,2024-10-02,Investment,31932.26
7,2025-05-06,Rent,15279.18
7,2025-09-27,Investment,28096.14
7,2025-03-18,Investment,44459.52
7,2024-11-24,Groceries,5054.3
7,2025-02-12,Rent,23714.07
7,2024-12-08,Investment,1456.79
7,2024-10-09,Dining,4780.65
7,2024-11-08,Travel,44365.28
7,2024-11-30,Groceries,49630.05
7,2025-05-31,Entertainment,27324.39
7,2025-05-25,Investment,22092.51
7,2025-07-15,Dining,18584.49
7,2025-03-28,Dining,12382.69
7,2025-03-20,Rent,28700.48
8,2025-07-07,Dining,25344.34
8,2024-12-05,Dining,18799.28
8,2025-05-07,Dining,17133.46
8,2025-07-27,Investment,3373.28
8,2025-04-27,Travel,23702.17
8,2024-10-19,Investment,7296.42
8,2024-12-11,Travel,6188.49
8,2024-11-04,Groceries,15886.14
8,2025-08-30,Travel,45352.44
8,2025-01-05,Groceries,29006.27
8,2025-03-26,Investment,7488.0
8,2025-05-14,Dining,12248.22
8,2025-03-09,Entertainment,41160.97
8,2025-04-21,Rent,4681.0
8,2025-06-05,Dining,10167.27
8,2024-12-17,Entertainment,32959.25
8,2024-10-06,Investment,31849.56
8,2025-04-10,Investment,15460.43
8,2025-04-10,Travel,32640.26
8,2024-11-16,Entertainment,18374.3
8,2025-01-19,Dining,46398.09
8,2025-04-15,Groceries,47931.47
9,2024-12-10,Dining,25983.84
9,2024-12-27,Travel,955.71
9,2025-03-16,Travel,5823.56
9,2025-09-10,Entertainment,12341.55
9,2024-12-01,Groceries,18658.26
9,2024-12-02,Entertainment,13190.24
9,2025-08-16,Travel,33601.14
9,2024-10-15,Dining,6391.36
9,2025-01-13,Dining,47995.79
9,2025-03-19,Dining,44037.78
9,2025-09-24,Travel,21281.22
9,2025-10-01,Rent,24099.15
9,2025-02-07,Rent,33217.06
9,2025-06-25,Groceries,20970.48
9,2024-12-20,Travel,9969.72
9,2024-10-30,Rent,6669.79
9,2024-12-12,Investment,19342.43
9,2025-05-20,Entertainment,9345.74
9,2024-10-15,Rent,16471.98
9,2025-05-12,Travel,29264.6
9,2025-05-06,Investment,45094.99
9,2025-06-14,Entertainment,21850.15
9,2025-07-11,Dining,49654.77
9,2025-08-30,Rent,32377.71
9,2024-12-08,Dining,28160.47
9,2025-07-03,Entertainment,16837.02
9,2025-06-20,Investment,4374.92
9,2025-06-27,Dining,42921.04
9,2025-09-08,Entertainment,49888.84
9,2025-06-30,Travel,19380.08
9,2024-12-29,Travel,19785.9
9,2025-04-23,Entertainment,30761.44
9,2025-01-14,Groceries,25196.14
9,2025-05-17,Groceries,8045.26
9,2024-12-19,Rent,4227.62
9,2024-12-21,Groceries,30124.15
9,2025-09-29,Groceries,13947.08
10,2024-12-26,Entertainment,24112.34
10,2025-05-14,Dining,19997.27
10,2025-03-07,Groceries,28729.52
10,2025-06-25,Rent,15818.11
10,2025-06-24,Investment,41166.32
10,2024-10-04,Investment,14445.94
10,2025-09-30,Rent,25844.86
10,2024-10-27,Entertainment,11499.12
10,2025-02-09,Entertainment,9431.37
10,2024-11-05,Dining,44893.29
10,2024-10-11,Travel,5075.54
10,2024-11-03,Groceries,20014.42
10,2024-11-28,Investment,5621.83
10,2025-03-29,Travel,18888.9
10,2025-04-23,Dining,25854.86
10,2024-12-15,Investment,33468.48
10,2024-12-10,Investment,2446.74
10,2025-07-24,Groceries,11561.16
10,2025-05-05,Rent,38581.84
10,2025-09-18,Investment,30773.06
10,2025-04-08,Dining,9762.14
11,2025-09-13,Entertainment,31964.49
11,2025-01-27,Rent,19384.97
11,2025-08-19,Entertainment,24507.6
11,2024-11-29,Investment,12172.15
11,2024-11-18,Dining,8126.57
11,2025-03-22,Rent,25696.76
11,2025-04-02,Rent,20239.57
11,2025-03-04,Travel,13133.71
11,2024-11-05,Travel,7667.62
11,2025-05-03,Travel,49880.33
11,2025-01-20,Groceries,15956.77
11,2024-11-08,Entertainment,48388.22
11,2025-06-14,Dining,28879.0
11,2025-06-13,Travel,27773.65
11,2025-07-31,Entertainment,46818.81
11,2025-06-02,Dining,16048.55
11,2025-02-17,Dining,41902.81
11,2024-10-06,Groceries,13604.33
11,2025-05-13,Travel,10671.12
11,2025-07-19,Entertainment,44989.63
11,2025-09-29,Travel,30076.15
11,2025-01-25,Investment,36593.74
11,2025-08-10,Investment,39226.86
11,2024-12-29,Travel,34985.11
11,2025-06-24,Investment,15662.96
11,2025-06-16,Entertainment,37673.34
11,2025-06-18,Travel,42343.69
12,2025-01-23,Entertainment,16495.31
12,2025-07-23,Groceries,18836.27
12,2025-01-07,Groceries,38747.74
12,2025-05-13,Travel,48255.03
12,2025-08-31,Dining,29463.53
12,2024-10-14,Groceries,31981.27
12,2025-08-23,Groceries,39132.1
12,2025-08-26,Rent,12572.8
12,2025-09-07,Entertainment,37622.6
12,2025-06-26,Entertainment,30789.3
12,2025-01-12,Rent,17945.8
12,2024-12-15,Groceries,24381.45
12,2024-10-04,Entertainment,32451.27
12,2024-12-13,Rent,47009.3
12,2025-03-14,Entertainment,21757.19
12,2025-06-30,Groceries,14858.22
12,2024-10-15,Travel,31639.55
12,2025-07-22,Entertainment,30220.61
12,2024-12-11,Entertainment,19318.7
12,2025-02-11,Travel,41812.74
12,2025-07-31,Travel,28602.8
12,2025-07-12,Rent,17750.64
12,2025-08-30,Dining,7202.46
12,2025-09-07,Investment,48492.13
12,2024-12-05,Dining,23841.5
12,2025-02-28,Dining,28530.06
12,2024-10-14,Groceries,46949.59
12,2025-08-21,Dining,37417.79
12,2025-02-11,Investment,23108.41
12,2024-11-01,Entertainment,12396.19
12,2025-02-13,Groceries,16527.78
12,2025-07-28,Dining,18078.24
12,2024-10-17,Groceries,19161.49
12,2024-11-30,Rent,11813.66
12,2025-06-12,Dining,26063.0
12,2024-10-07,Groceries,4873.16
12,2025-03-31,Dining,39271.62
13,2025-09-11,Travel,10940.28
13,2025-07-30,Rent,35146.51
13,2025-04-19,Rent,43084.29
13,2025-03-20,Travel,43015.74
13,2025-04-27,Investment,42313.27
13,2025-08-20,Rent,10415.73
13,2024-10-08,Rent,43210.58
13,2025-01-08,Entertainment,30790.39
13,2024-12-15,Groceries,1201.79
13,2024-11-21,Entertainment,21459.97
13,2025-07-10,Rent,3036.51
13,2025-02-19,Groceries,46339.22
13,2025-02-08,Groceries,18675.53
13,2024-12-27,Rent,32634.46
13,2024-10-08,Investment,1557.12
13,2025-08-15,Rent,9643.7
13,2025-07-18,Entertainment,40439.37
13,2025-06-15,Entertainment,23596.72
13,2025-02-25,Rent,49661.62
13,2024-10-27,Groceries,32378.19
13,2025-05-17,Investment,11893.43
13,2024-12-18,Entertainment,17174.67
13,2025-09-22,Rent,23054.27
13,2025-09-14,Entertainment,20244.31
13,2025-01-07,Groceries,1049.89
13,2024-11-03,Dining,28323.14
14,2025-04-15,Investment,6442.31
14,2024-12-14,Rent,13532.06
14,2025-04-02,Dining,28926.91
14,2025-03-28,Rent,4487.83
14,2025-02-14,Investment,12161.66
14,2025-04-17,Rent,20902.44
14,2025-01-21,Entertainment,6648.51
14,2025-04-25,Travel,5603.14
14,2024-12-31,Investment,9236.59
14,2024-11-26,Groceries,48806.23
14,2025-01-07,Entertainment,10497.17
14,2025-06-26,Travel,16177.12
14,2025-06-06,Rent,6555.63
14,2025-03-25,Investment,45648.04
14,2024-10-19,Investment,17151.34
14,2024-10-13,Investment,28481.48
14,2025-06-24,Rent,32064.68
14,2025-05-06,Groceries,31926.59
14,2025-01-26,Dining,34105.44
14,2025-09-15,Investment,43107.25
14,2025-03-27,Rent,2607.48
14,2024-12-10,Investment,23932.15
14,2024-10-15,Dining,9611.03
14,2025-04-10,Rent,40184.54
14,2025-07-21,Rent,25514.56
14,2025-08-31,Entertainment,14874.32
14,2025-07-19,Entertainment,1476.46
14,2025-03-01,Dining,20372.02
14,2025-06-17,Entertainment,2179.71
14,2025-02-05,Travel,23455.29
14,2025-01-30,Rent,48305.37
15,2025-08-20,Travel,30530.05
15,2025-09-02,Dining,15955.61
15,2025-05-29,Investment,42046.04
15,2025-02-20,Rent,14003.88
15,2025-02-16,Travel,2512.13
15,2025-09-09,Travel,15409.0
15,2025-06-08,Investment,10192.36
15,2025-03-04,Rent,6400.21
15,2024-12-03,Groceries,25398.04
15,2025-04-14,Rent,25048.39
15,2025-09-22,Investment,21769.33
15,2024-12-06,Entertainment,12553.68
15,2024-10-09,Groceries,22350.18
15,2025-07-07,Groceries,40707.49
15,2025-05-16,Travel,47627.15
15,2025-07-10,Dining,46237.17
15,2025-03-31,Investment,5064.69
15,2025-04-22,Investment,44517.54
15,2025-09-21,Groceries,28482.78
16,2025-06-15,Entertainment,8024.16
16,2025-03-29,Dining,15728.76
16,2024-10-15,Entertainment,3052.23
16,2025-03-30,Dining,28331.4
16,2025-06-26,Travel,21259.23
16,2024-11-22,Rent,14360.83
16,2025-09-28,Groceries,8115.79
16,2025-09-08,Dining,5574.38
16,2025-04-10,Investment,12545.48
16,2025-02-22,Entertainment,5570.31
16,2025-08-17,Travel,37159.12
16,2025-06-25,Investment,35371.22
16,2025-03-16,Investment,13789.92
16,2025-09-15,Groceries,16277.77
16,2025-05-02,Investment,11556.1
16,2025-04-27,Groceries,38273.28
16,2025-03-22,Rent,13481.43
16,2025-02-25,Dining,41460.54
16,2025-05-28,Investment,8655.39
16,2025-03-01,Entertainment,25345.39
16,2025-06-14,Travel,15914.41
16,2024-12-13,Entertainment,20438.35
16,2025-05-10,Entertainment,659.97
16,2025-06-24,Dining,8788.54
16,2025-02-24,Dining,33163.63
16,2025-05-01,Travel,30567.85
16,2025-09-08,Investment,41432.17
16,2025-02-14,Investment,32097.0
16,2025-02-14,Investment,18874.87
16,2024-10-11,Investment,34593.24
16,2025-06-23,Dining,17551.23
16,2024-12-01,Dining,26507.93
16,2025-09-13,Travel,24053.07
16,2025-07-02,Groceries,22961.49
16,2025-01-29,Rent,46746.34
16,2025-06-09,Entertainment,32959.35
16,2025-08-10,Entertainment,36977.36
16,2025-09-08,Groceries,45588.87
16,2024-11-17,Dining,38787.03
16,2025-02-14,Groceries,19291.32
16,2025-01-08,Rent,8455.89
17,2024-10-27,Rent,9573.06
17,2024-11-05,Travel,29158.87
17,2025-02-08,Investment,24941.53
17,2024-12-28,Groceries,5084.0
17,2025-04-03,Travel,31916.41
17,2025-08-29,Groceries,39961.0
17,2024-12-18,Groceries,26384.81
17,2025-08-04,Travel,32828.63
17,2025-04-13,Travel,2738.12
17,2025-09-19,Travel,30876.79
17,2025-06-27,Investment,561.99
17,2025-02-20,Entertainment,43632.22
17,2025-02-06,Rent,44083.94
17,2025-03-18,Travel,16873.21
17,2025-04-28,Dining,37940.51
17,2025-05-18,Investment,12973.61
17,2025-01-28,Dining,38255.79
17,2025-01-19,Entertainment,45165.13
17,2025-04-09,Entertainment,47299.39
17,2025-05-23,Investment,23469.36
17,2025-01-23,Entertainment,41733.27
17,2025-07-24,Travel,33112.55
17,2024-10-30,Groceries,1766.9
17,2025-04-11,Investment,27120.75
17,2025-01-27,Rent,19623.84
17,2025-09-22,Groceries,23923.99
17,2025-07-09,Dining,9184.21
17,2025-08-09,Investment,28250.87
17,2025-02-22,Rent,27885.38
17,2025-03-07,Investment,29406.61
17,2025-05-25,Investment,27974.55
17,2025-01-28,Travel,24131.58
17,2025-04-08,Rent,5929.47
17,2025-06-09,Groceries,29285.83
17,2025-02-11,Entertainment,27229.84
17,2025-10-02,Rent,42304.04
17,2025-02-09,Rent,42766.45
17,2024-10-05,Investment,22648.28
17,2025-08-08,Dining,6446.91
17,2024-12-02,Investment,23489.77
17,2025-01-13,Groceries,27715.75
17,2025-05-27,Entertainment,30046.92
17,2025-06-11,Rent,31879.73
17,2025-06-26,Dining,25152.9
17,2025-03-18,Groceries,15074.76
17,2025-04-08,Rent,22126.69
17,2025-05-08,Entertainment,23596.58
18,2025-07-20,Rent,24749.67
18,2025-06-22,Groceries,7793.14
18,2025-03-06,Investment,25194.66
18,2024-12-29,Rent,4805.27
18,2024-11-06,Groceries,4290.68
18,2025-02-04,Rent,35294.21
18,2025-07-21,Investment,26234.75
18,2025-09-26,Groceries,49631.22
18,2025-08-28,Dining,47152.25
18,2025-01-22,Entertainment,15561.13
18,2025-04-08,Entertainment,28960.1
18,2025-09-24,Entertainment,37448.53
18,2024-10-08,Entertainment,9187.18
18,2025-05-06,Travel,9239.8
18,2024-10-30,Travel,36141.72
18,2025-05-15,Investment,38045.39
18,2025-07-12,Rent,6439.96
18,2024-12-28,Investment,25716.47
18,2025-05-10,Entertainment,49111.62
18,2024-11-08,Dining,43368.61
18,2025-03-10,Travel,29759.79
18,2025-09-05,Rent,38338.15
18,2025-07-08,Entertainment,26102.6
18,2025-01-22,Investment,17791.28
18,2025-02-22,Entertainment,18037.86
18,2025-06-08,Dining,48689.42
18,2025-02-09,Investment,38722.87
18,2025-08-29,Investment,36949.54
18,2025-05-23,Rent,28824.88
18,2025-08-16,Travel,31195.63
18,2025-05-29,Entertainment,46857.51
18,2024-11-21,Travel,18754.59
19,2025-04-07,Rent,37015.1
19,2025-08-28,Dining,11907.43
19,2024-10-03,Groceries,15809.68
19,2024-10-10,Travel,26511.14
19,2025-06-12,Dining,29198.0
19,2025-07-21,Dining,1280.21
19,2024-11-17,Rent,43408.04
19,2024-12-16,Investment,17475.46
19,2025-02-11,Rent,12778.86
19,2025-03-23,Rent,32780.28
19,2025-01-05,Rent,1786.43
19,2025-07-19,Rent,23739.82
19,2025-06-05,Travel,26671.3
19,2025-09-27,Rent,2461.91
19,2024-10-16,Dining,27547.35
19,2025-04-17,Dining,36381.96
19,2025-04-16,Groceries,3037.14
19,2025-07-14,Rent,29677.14
19,2025-06-01,Groceries,29844.72
19,2025-01-22,Groceries,31607.21
19,2025-04-27,Investment,49866.68
19,2025-06-24,Travel,46151.42
19,2024-12-26,Rent,15371.04
19,2025-09-13,Entertainment,43099.79
19,2024-12-18,Entertainment,29889.82
19,2025-02-12,Travel,2217.47
19,2025-01-15,Dining,26941.44
19,2025-08-07,Groceries,19029.85
19,2024-11-21,Entertainment,35748.05
19,2025-03-26,Dining,32028.36
19,2025-02-04,Dining,20328.66
19,2025-02-13,Dining,23660.69
19,2024-12-30,Travel,41942.1
19,2025-01-09,Investment,42055.53
19,2025-01-28,Entertainment,3003.05
19,2025-09-10,Groceries,5878.17
19,2025-02-03,Travel,49741.54
19,2025-08-03,Investment,2908.88
19,2025-02-11,Dining,37002.38
19,2024-12-19,Travel,33725.66
19,2024-11-05,Dining,41071.5
19,2024-12-12,Rent,26237.42
19,2025-01-30,Groceries,13263.97
19,2025-04-02,Groceries,39492.69
19,2025-07-15,Groceries,4042.42
19,2025-08-10,Rent,37599.33
19,2024-12-12,Rent,29719.19
19,2024-11-05,Travel,44359.91
19,2025-01-12,Entertainment,48646.44
20,2025-03-25,Investment,38202.21
20,2025-09-15,Rent,48863.59
20,2025-05-21,Entertainment,23100.09
20,2024-11-25,Investment,3462.54
20,2024-10-14,Entertainment,45319.04
20,2024-10-12,Rent,30343.12
20,2024-12-05,Investment,7798.7
20,2025-09-17,Entertainment,13997.01
20,2025-07-12,Dining,46208.87
20,2025-09-19,Travel,42253.89
20,2025-02-14,Groceries,31636.46
20,2025-02-24,Investment,23735.98
20,2025-04-22,Investment,20067.64
20,2024-11-30,Rent,45240.57
20,2024-12-07,Entertainment,36157.12
20,2025-08-16,Groceries,17006.37
20,2025-01-28,Travel,48618.16
20,2024-11-22,Rent,48588.41
20,2024-12-07,Travel,36774.11
20,2025-05-21,Dining,37437.17
20,2025-02-12,Travel,33933.11
20,2025-02-08,Travel,42378.43
20,2025-04-02,Groceries,44561.8
20,2025-04-17,Travel,28333.39
20,2025-10-01,Investment,7248.76
20,2025-08-11,Entertainment,3976.47
20,2025-09-01,Entertainment,23670.29
20,2025-03-02,Dining,2083.24
20,2025-08-21,Dining,18150.14
20,2024-12-17,Groceries,37791.57
20,2025-01-14,Dining,14266.72
20,2025-08-27,Entertainment,30774.92
20,2025-09-26,Dining,26345.13
20,2025-09-14,Travel,30824.37
20,2025-09-05,Groceries,42975.23
20,2025-06-11,Dining,34445.86
20,2024-10-10,Groceries,45381.36
20,2025-07-20,Entertainment,800.62
20,2024-10-04,Investment,25637.78
20,2025-08-29,Entertainment,42578.66
20,2025-07-01,Rent,15807.15
20,2025-01-11,Groceries,10181.86
20,2024-11-04,Dining,47835.56
21,2025-05-08,Groceries,46113.29
21,2025-07-24,Rent,2482.9
21,2024-12-08,Dining,34404.72
21,2025-04-02,Rent,19518.88
21,2024-10-04,Dining,44008.73
21,2025-04-05,Dining,45912.23
21,2025-07-10,Dining,15486.75
21,2024-10-03,Dining,5323.55
21,2024-11-13,Dining,32486.93
21,2024-10-26,Travel,28342.08
21,2025-03-20,Travel,13275.22
21,2025-07-31,Dining,42583.47
21,2025-07-28,Rent,31638.51
21,2024-12-26,Investment,48472.56
21,2025-05-22,Entertainment,25705.7
22,2025-07-10,Dining,18832.21
22,2025-09-25,Investment,24971.24
22,2024-11-13,Travel,44765.92
22,2024-11-08,Investment,10891.93
22,2024-12-05,Investment,27875.98
22,2025-06-14,Groceries,34659.1
22,2025-03-21,Travel,35594.7
22,2024-12-25,Travel,27137.67
22,2024-12-06,Entertainment,40327.74
22,2025-01-21,Entertainment,45749.68
22,2024-12-31,Groceries,48721.83
22,2025-06-02,Entertainment,16820.41
22,2025-05-29,Rent,15066.67
22,2025-01-06,Entertainment,31321.07
22,2025-01-20,Dining,1205.57
22,2024-10-29,Travel,5425.25
22,2025-03-17,Entertainment,33081.14
22,2025-04-27,Investment,14966.37
22,2025-06-14,Travel,8137.28
22,2025-08-25,Travel,43974.86
22,2024-11-08,Dining,1449.83
22,2025-09-06,Dining,2460.03
22,2025-03-19,Travel,7260.99
22,2025-02-12,Groceries,24424.71
22,2025-04-30,Travel,29810.59
22,2025-08-07,Groceries,3302.35
22,2025-08-09,Investment,32959.76
22,2025-02-27,Rent,31025.18
22,2025-01-26,Groceries,20950.69
22,2025-01-09,Entertainment,5792.64
22,2024-12-20,Groceries,15662.04
22,2025-04-14,Dining,1140.21
22,2025-09-21,Rent,42088.97
22,2025-05-06,Rent,46635.35
22,2025-03-05,Dining,884.73
22,2025-09-06,Dining,6508.8
22,2025-04-14,Investment,46441.81
22,2025-05-08,Dining,10655.68
22,2024-10-08,Travel,46343.85
22,2025-09-07,Investment,22192.14
22,2024-10-20,Rent,1122.31
22,2024-11-22,Travel,14377.55
22,2024-12-31,Rent,6483.69
22,2025-04-10,Dining,18046.17
22,2025-06-08,Rent,40287.61
22,2024-12-31,Entertainment,46461.12
22,2025-01-23,Groceries,46257.44
22,2024-11-01,Dining,31711.47
22,2024-11-24,Investment,27606.15
