customer_id,age,gender,city,job_role,employment_type,income,credit_score,savings_rate,existing_loan_balance,account_balance,joined_date
95,34,Male,Hyderabad,Software Engineer,Contract,1796297,693,0.19,0,221440,2022-04-30
96,25,Female,Bengaluru,Product Manager,Salaried,1108923,833,0.39,0,50559,2022-02-09
97,31,Female,Pune,Designer,Freelance,544265,670,0.49,947655,435814,2025-03-09
98,40,Non-binary,Hyderabad,Sales,Contract,960108,372,0.55,373538,132595,2020-11-29
99,40,Male,Gurugram,Data Scientist,Salaried,571540,694,0.49,0,233231,2021-03-21
100,33,Male,Hyderabad,Sales,Freelance,394993,390,0.01,0,486715,2025-06-27
101,33,Non-binary,Chennai,Sales,Contract,1987283,765,0.39,632907,100866,2024-05-22
102,33,Non-binary,Pune,Sales,Contract,425543,734,0.14,606217,283768,2021-02-05
103,28,Female,Kolkata,Product Manager,Freelance,1600307,695,0.41,0,373379,2021-10-11
104,29,Non-binary,Gurugram,Sales,Freelance,1136800,394,0.27,772284,373018,2025-07-08
105,28,Male,Mumbai,Data Scientist,Salaried,753833,728,0.11,841264,263614,2021-12-27
106,33,Female,Gurugram,Sales,Contract,1029578,342,0.58,0,295949,2022-05-05
107,36,Male,Bengaluru,Sales,Contract,1933963,446,0.32,0,387744,2023-06-29
108,40,Male,Bengaluru,Software Engineer,Salaried,323217,684,0.32,0,329987,2025-01-02
109,28,Female,Delhi,Software Engineer,Contract,933520,642,0.25,730726,416375,2025-02-21
110,37,Non-binary,Kolkata,Sales,Contract,1387599,357,0.35,0,440017,2023-11-26
111,29,Non-binary,Delhi,Data Scientist,Freelance,1144186,733,0.28,329415,179458,2020-11-10
112,32,Male,Bengaluru,Designer,Contract,1799470,431,0.57,363676,404523,2022-02-02
113,37,Male,Delhi,Product Manager,Freelance,783987,838,0.18,692170,8261,2021-07-05
114,38,Female,Hyderabad,Product Manager,Contract,572184,843,0.11,0,248572,2021-12-24
115,35,Male,Chennai,Product Manager,Salaried,394072,670,0.11,0,365527,2021-08-11
116,38,Female,Hyderabad,Banker,Freelance,869243,379,0.15,842959,101695,2021-07-28
117,30,Female,Kolkata,Designer,Freelance,515053,799,0.46,0,362354,2025-05-15
118,23,Female,Pune,Sales,Contract,1455028,789,0.36,0,241424,2022-08-07
119,28,Female,Pune,Banker,Contract,866503,313,0.3,0,251546,2024-03-21
120,30,Non-binary,Pune,Data Scientist,Contract,1532695,365,0.38,0,370830,2024-06-24
121,32,Female,Chennai,Banker,Freelance,1589838,348,0.31,143598,257983,2021-06-10
122,40,Female,Hyderabad,Banker,Freelance,1700121,426,0.49,0,96256,2021-09-24
123,39,Non-binary,Hyderabad,Software Engineer,Freelance,537734,521,0.01,0,312646,2021-12-02
124,36,Non-binary,Hyderabad,Consultant,Salaried,642948,373,0.54,860338,269032,2023-08-20
125,27,Non-binary,Chennai,Designer,Freelance,1401238,784,0.52,0,149921,2024-06-17
126,37,Non-binary,Delhi,Banker,Contract,762202,324,0.47,0,221567,2021-08-09
127,24,Female,Chennai,Software Engineer,Salaried,1673065,450,0.51,0,281016,2023-11-16
128,28,Male,Kolkata,Banker,Salaried,1880013,712,0.09,0,260602,2025-01-27
129,29,Male,Pune,Banker,Freelance,338342,374,0.52,0,20742,2023-05-10
130,27,Male,Kolkata,Data Scientist,Freelance,1829459,559,0.43,0,76674,2024-11-11
131,34,Male,Mumbai,Data Scientist,Contract,1836092,660,0.57,0,11929,2024-09-08
132,27,Male,Gurugram,Banker,Contract,759291,523,0.18,0,384833,2024-09-10
133,32,Female,Bengaluru,Banker,Freelance,1223535,445,0.01,0,395896,2021-05-29
134,31,Male,Chennai,Banker,Salaried,1260213,558,0.09,676934,121983,2024-12-18
135,25,Non-binary,Kolkata,Consultant,Salaried,1485469,365,0.26,645227,301514,2024-01-20
136,31,Non-binary,Delhi,Software Engineer,Salaried,785306,715,0.39,0,467499,2022-04-30
137,28,Non-binary,Chennai,Sales,Freelance,434218,426,0.09,713985,60311,2024-06-19
138,24,Female,Gurugram,Consultant,Salaried,387473,315,0.05,855164,44486,2020-11-22
139,31,Male,Gurugram,Consultant,Contract,1135780,538,0.17,854746,6266,2021-05-06
140,39,Male,Pune,Designer,Freelance,1124156,325,0.43,993423,212349,2021-09-02
141,40,Non-binary,Hyderabad,Consultant,Contract,1673114,585,0.32,597435,310310,2025-04-01
142,35,Female,Pune,Designer,Salaried,739271,401,0.01,0,150852,2021-10-02
143,27,Non-binary,Delhi,Software Engineer,Contract,1292353,565,0.32,299223,468230,2022-12-15
144,37,Female,Chennai,Consultant,Contract,1920636,387,0.16,0,28055,2025-05-07
145,25,Non-binary,Hyderabad,Data Scientist,Salaried,1772939,773,0.01,0,216620,2024-01-18
146,36,Male,Delhi,Product Manager,Contract,633557,311,0.1,593895,8478,2021-03-31
147,36,Non-binary,Chennai,Software Engineer,Freelance,1753457,549,0.08,0,448467,2020-11-21
148,37,Non-binary,Hyderabad,Data Scientist,Salaried,617303,813,0.21,0,182838,2024-11-08
149,32,Female,Mumbai,Product Manager,Salaried,1870666,396,0.15,0,287924,2023-09-06
150,30,Male,Chennai,Consultant,Salaried,1958610,697,0.47,346110,419630,2022-08-12
151,27,Male,Delhi,Banker,Contract,1156782,355,0.55,0,448613,2021-06-27
152,26,Female,Pune,Designer,Contract,833207,619,0.19,119642,136440,2024-07-16
153,24,Female,Chennai,Product Manager,Contract,696737,627,0.25,0,231335,2023-09-18
154,40,Female,Chennai,Product Manager,Salaried,690588,734,0.55,482199,475460,2024-06-04
155,40,Male,Gurugram,Product Manager,Salaried,1749730,824,0.51,809503,73000,2020-11-06
156,35,Male,Pune,Product Manager,Freelance,567808,303,0.49,163031,153488,2021-11-09
157,28,Male,Pune,Designer,Freelance,979555,403,0.28,0,374220,2021-05-10
158,34,Male,Gurugram,Product Manager,Contract,1612497,790,0.57,0,233863,2021-02-11
159,40,Male,Delhi,Consultant,Salaried,1106615,430,0.54,0,419662,2023-08-16
160,34,Male,Bengaluru,Sales,Salaried,1435721,350,0.35,0,194226,2022-05-27
161,35,Male,Kolkata,Banker,Freelance,1292681,652,0.24,0,341794,2025-07-22
162,37,Non-binary,Mumbai,Data Scientist,Contract,1209869,652,0.36,0,73838,2024-04-30
163,40,Male,Chennai,Consultant,Contract,1197311,712,0.22,705365,243233,2025-09-06
164,34,Female,Gurugram,Consultant,Salaried,1077709,818,0.58,0,450928,2023-09-11
165,39,Female,Chennai,Consultant,Freelance,1032240,488,0.26,0,232756,2023-10-28
166,33,Non-binary,Mumbai,Product Manager,Salaried,1851135,721,0.12,0,105479,2021-11-01
167,32,Non-binary,Bengaluru,Data Scientist,Salaried,1709900,434,0.53,0,21597,2022-01-18
168,36,Non-binary,Pune,Consultant,Freelance,1023429,318,0.21,84445,484563,2023-05-19
169,39,Non-binary,Chennai,Consultant,Freelance,977197,839,0.29,0,254060,2024-06-14
170,33,Male,Mumbai,Designer,Salaried,1206925,329,0.23,0,399847,2023-08-17
171,28,Non-binary,Kolkata,Banker,Salaried,1087049,542,0.15,0,186579,2020-11-09
172,33,Non-binary,Mumbai,Consultant,Contract,1205332,604,0.39,772789,424512,2022-11-27
173,28,Male,Gurugram,Sales,Salaried,523741,334,0.54,0,120885,2023-05-25
174,26,Male,Kolkata,Banker,Salaried,1116027,566,0.34,0,128412,2021-01-10
175,38,Non-binary,Delhi,Consultant,Salaried,785555,811,0.53,0,199900,2022-09-15
176,27,Female,Mumbai,Product Manager,Freelance,1130980,715,0.36,0,133363,2024-12-16
177,33,Female,Pune,Designer,Salaried,1553363,739,0.08,0,130524,2025-05-14
178,32,Male,Delhi,Banker,Contract,1438074,791,0.42,0,413622,2021-11-26
179,28,Female,Delhi,Banker,Salaried,623926,349,0.59,0,174515,2022-06-02
180,23,Non-binary,Pune,Software Engineer,Freelance,1199653,322,0.43,388000,479843,2022-09-17
181,39,Female,Kolkata,Banker,Freelance,1703011,315,0.15,190972,68090,2020-11-25
182,27,Male,Chennai,Data Scientist,Salaried,530382,741,0.19,797624,326261,2025-05-19
183,29,Female,Delhi,Designer,Contract,355064,762,0.42,0,448193,2024-10-28
184,29,Non-binary,Mumbai,Banker,Freelance,640283,504,0.58,0,293056,2024-04-17
185,40,Male,Chennai,Consultant,Freelance,1334112,771,0.1,0,463903,2025-01-09
186,33,Male,Gurugram,Sales,Salaried,1487139,696,0.2,0,65488,2022-12-29
187,28,Non-binary,Pune,Software Engineer,Contract,1097687,503,0.43,733404,135052,2021-02-06
188,38,Female,Pune,Data Scientist,Contract,1327940,535,0.15,0,408082,2023-09-14
189,32,Male,Kolkata,Sales,Freelance,1233610,384,0.57,748590,410420,2022-02-15
190,27,Non-binary,Pune,Product Manager,Contract,1198899,784,0.26,0,463618,2023-11-17
191,33,Female,Gurugram,Consultant,Contract,1565871,730,0.0,0,173646,2025-05-05
192,25,Male,Pune,Consultant,Salaried,1273089,441,0.43,0,477048,2024-07-29
193,36,Non-binary,Gurugram,Designer,Salaried,1407303,362,0.0,213190,258720,2023-04-11
194,40,Female,Pune,Sales,Contract,1318535,776,0.57,563108,489971,2021-08-12
195,34,Female,Delhi,Software Engineer,Contract,1566926,616,0.53,975976,432958,2024-03-02
196,28,Female,Delhi,Consultant,Salaried,1783094,393,0.13,0,249251,2023-12-29
197,24,Female,Hyderabad,Product Manager,Freelance,1926675,754,0.16,506837,74131,2022-11-20
198,25,Non-binary,Hyderabad,Software Engineer,Salaried,583302,520,0.02,824133,379559,2025-01-23
199,27,Non-binary,Hyderabad,Designer,Salaried,1557549,443,0.22,0,330238,2021-06-16
200,38,Non-binary,Mumbai,Consultant,Contract,862297,325,0.47,0,357656,2022-08-01
201,24,Male,Delhi,Data Scientist,Contract,886554,753,0.04,639572,1529,2023-10-09
202,29,Non-binary,Bengaluru,Data Scientist,Contract,1524211,453,0.46,0,118715,2022-03-07
203,25,Female,Delhi,Consultant,Freelance,1170775,455,0.51,319174,234959,2020-12-24
204,27,Male,Mumbai,Sales,Freelance,798038,643,0.53,806009,267959,2023-10-11
205,37,Non-binary,Kolkata,Product Manager,Contract,830122,461,0.18,607064,270207,2024-06-21
206,33,Female,Hyderabad,Banker,Salaried,960084,607,0.2,516086,238888,2021-10-17
207,35,Male,Gurugram,Software Engineer,Freelance,314840,394,0.35,0,348511,2021-09-22
208,38,Female,Chennai,Designer,Contract,1665631,740,0.38,814722,441770,2023-04-24
209,26,Male,Chennai,Software Engineer,Contract,1371831,707,0.04,0,145047,2025-08-18
210,31,Male,Bengaluru,Designer,Salaried,1530294,821,0.44,115604,445017,2021-08-24
211,38,Male,Bengaluru,Consultant,Freelance,1606543,617,0.16,0,409807,2023-06-27
212,25,Non-binary,Chennai,Product Manager,Contract,756671,547,0.29,0,316888,2022-03-18
213,26,Non-binary,Chennai,Designer,Contract,1389725,643,0.15,0,115412,2025-08-31
214,40,Male,Kolkata,Product Manager,Contract,465504,547,0.0,305987,419632,2025-07-14
215,33,Female,Delhi,Data Scientist,Salaried,1649699,423,0.6,0,42392,2025-05-04
216,34,Male,Pune,Data Scientist,Freelance,1594039,318,0.57,871500,447817,2021-02-18
217,31,Female,Gurugram,Data Scientist,Salaried,1925900,420,0.38,0,24993,2024-04-07
218,26,Male,Gurugram,Data Scientist,Salaried,1369842,572,0.59,729118,12817,2024-10-30
219,27,Female,Bengaluru,Software Engineer,Contract,428056,327,0.28,381734,124147,2024-08-07
220,39,Female,Delhi,Consultant,Salaried,656927,332,0.09,0,135529,2023-07-26
221,38,Male,Bengaluru,Software Engineer,Freelance,1250234,675,0.3,0,456049,2022-05-10
222,39,Female,Gurugram,Consultant,Contract,1428222,389,0.35,0,320754,2023-09-02
223,32,Non-binary,Pune,Sales,Freelance,790428,593,0.12,0,48933,2022-04-27
224,25,Non-binary,Bengaluru,Data Scientist,Freelance,1324860,827,0.01,523198,454896,2023-02-25
225,40,Female,Delhi,Product Manager,Contract,1224685,553,0.03,413477,423169,2021-03-27
226,34,Female,Delhi,Consultant,Freelance,1767871,536,0.47,433291,300262,2021-09-02
227,23,Male,Gurugram,Data Scientist,Contract,435515,533,0.41,802197,430959,2025-07-28
228,40,Female,Kolkata,Sales,Contract,725298,739,0.03,941662,126000,2023-05-15
229,35,Non-binary,Delhi,Designer,Contract,754045,696,0.47,426823,57201,2022-12-07
230,28,Male,Hyderabad,Consultant,Salaried,1250160,429,0.12,0,77365,2022-06-11
231,38,Female,Chennai,Consultant,Salaried,619065,574,0.29,261177,76321,2024-11-10
232,27,Female,Delhi,Software Engineer,Contract,1667374,376,0.17,0,202070,2022-08-19
233,29,Female,Kolkata,Data Scientist,Contract,1277722,735,0.24,772764,12693,2022-07-19
234,39,Non-binary,Kolkata,Product Manager,Contract,1335889,586,0.39,0,104599,2023-09-11
235,31,Male,Mumbai,Software Engineer,Salaried,1097990,800,0.23,953204,499717,2023-02-13
236,23,Non-binary,Hyderabad,Software Engineer,Contract,1930515,516,0.29,0,359780,2021-10-25
237,38,Non-binary,Gurugram,Sales,Freelance,517979,744,0.21,214826,420779,2023-01-20
238,34,Non-binary,Kolkata,Sales,Freelance,1076905,653,0.05,0,211880,2023-09-30
239,26,Female,Pune,Designer,Freelance,1018445,679,0.55,0,197954,2022-06-29
240,32,Male,Hyderabad,Software Engineer,Salaried,1268559,427,0.25,535583,490139,2024-05-19
241,26,Male,Hyderabad,Product Manager,Freelance,452156,775,0.12,105722,391417,2022-04-12
242,39,Female,Kolkata,Banker,Contract,1377290,507,0.56,904423,467440,2023-07-13
243,28,Non-binary,Hyderabad,Banker,Salaried,1033559,625,0.06,0,355523,2025-03-08
244,30,Male,Delhi,Data Scientist,Freelance,1822268,772,0.49,374955,110079,2025-06-03
245,36,Male,Mumbai,Consultant,Salaried,1560996,470,0.57,899372,408074,2023-02-16
246,24,Male,Chennai,Sales,Freelance,614895,518,0.51,0,381204,2021-07-26
247,35,Non-binary,Hyderabad,Designer,Freelance,1234275,618,0.23,0,136454,2025-01-01
248,35,Male,Mumbai,Sales,Salaried,1427919,530,0.55,512825,98868,2025-01-07
249,30,Non-binary,Chennai,Software Engineer,Freelance,1693276,785,0.44,57072,400577,2022-04-19
250,40,Male,Kolkata,Consultant,Salaried,987698,560,0.02,642229,243396,2023-01-28
251,27,Female,Gurugram,Consultant,Freelance,1460765,570,0.1,0,470671,2023-05-18
252,33,Female,Kolkata,Consultant,Freelance,689781,670,0.41,0,44516,2024-01-07
253,27,Female,Kolkata,Product Manager,Contract,472782,701,0.6,0,409629,2023-07-28
254,38,Female,Delhi,Banker,Salaried,815705,403,0.29,0,49803,2020-12-03
255,31,Female,Mumbai,Software Engineer,Contract,1083605,776,0.57,0,252163,2024-08-17
256,33,Non-binary,Hyderabad,Product Manager,Contract,1990808,584,0.12,385181,1342,2024-09-01
257,34,Non-binary,Hyderabad,Banker,Contract,1110288,436,0.54,0,226410,2021-12-25
258,27,Female,Hyderabad,Data Scientist,Salaried,1472050,654,0.54,0,329396,2024-11-09
259,28,Female,Hyderabad,Product Manager,Contract,976548,361,0.26,0,287766,2023-02-25
260,25,Non-binary,Mumbai,Product Manager,Freelance,906735,726,0.19,0,305830,2022-03-20
261,31,Male,Bengaluru,Software Engineer,Salaried,839289,522,0.51,0,88628,2023-08-17
262,38,Non-binary,Pune,Sales,Salaried,1919921,627,0.46,0,162419,2023-04-04
263,38,Male,Pune,Software Engineer,Contract,1122216,683,0.28,238000,23931,2021-04-24
264,36,Male,Mumbai,Designer,Freelance,315524,715,0.15,254652,402422,2021-11-02
265,26,Male,Pune,Product Manager,Freelance,1255048,765,0.49,0,78704,2024-05-27
266,32,Non-binary,Hyderabad,Banker,Salaried,1963378,485,0.59,0,442174,2025-04-03
267,32,Female,Delhi,Software Engineer,Contract,894172,677,0.5,947178,192746,2024-05-19
268,26,Non-binary,Bengaluru,Software Engineer,Salaried,326997,812,0.56,0,189448,2021-02-16
269,24,Male,Gurugram,Sales,Salaried,1332157,531,0.41,0,273097,2022-07-07
270,37,Female,Chennai,Consultant,Contract,332748,644,0.46,465125,285873,2020-11-26
271,25,Female,Bengaluru,Product Manager,Contract,1254813,487,0.44,692839,207735,2022-12-12
272,40,Female,Gurugram,Data Scientist,Contract,538328,438,0.6,0,204850,2023-09-24
273,32,Male,Delhi,Designer,Contract,1051787,443,0.48,65046,373309,2023-03-07
274,34,Male,Gurugram,Banker,Contract,919357,704,0.05,0,249753,2025-02-10
275,34,Male,Bengaluru,Data Scientist,Contract,1539038,749,0.36,496739,197821,2022-01-24
276,29,Male,Delhi,Consultant,Contract,1872270,735,0.32,142392,119793,2020-12-23
277,36,Female,Pune,Consultant,Contract,746877,432,0.32,0,43468,2021-08-07
278,23,Female,Delhi,Consultant,Contract,470702,683,0.09,0,285887,2022-02-01
279,28,Non-binary,Pune,Banker,Salaried,1057292,365,0.59,0,228607,2024-11-08
280,34,Male,Kolkata,Banker,Contract,1841423,516,0.04,0,355576,2021-10-11
281,40,Female,Gurugram,Product Manager,Salaried,615564,707,0.52,0,430985,2025-02-23
282,27,Male,Kolkata,Consultant,Salaried,1072149,617,0.54,717155,455592,2025-04-03
283,39,Male,Pune,Software Engineer,Contract,1160874,830,0.06,914578,99490,2023-08-07
284,34,Non-binary,Delhi,Consultant,Salaried,1962407,652,0.44,0,61474,2022-12-29
285,30,Female,Bengaluru,Sales,Salaried,1451060,606,0.51,0,418696,2021-08-11
286,25,Non-binary,Delhi,Data Scientist,Freelance,1554778,806,0.05,616060,229454,2022-08-20
287,37,Male,Chennai,Banker,Freelance,1969419,831,0.37,0,231244,2025-05-23
288,25,Male,Chennai,Sales,Freelance,441957,634,0.3,0,356230,2024-04-17
289,39,Male,Gurugram,Data Scientist,Contract,315978,454,0.46,531587,53809,2021-08-24
290,37,Non-binary,Chennai,Data Scientist,Freelance,1529239,522,0.52,0,297820,2024-03-15
291,26,Female,Pune,Data Scientist,Salaried,1588687,418,0.36,896888,396675,2022-02-19
292,23,Male,Pune,Designer,Salaried,991460,793,0.19,313391,391749,2024-05-16
293,30,Male,Pune,Consultant,Salaried,1904869,476,0.19,0,474028,2023-08-08
294,32,Non-binary,Chennai,Sales,Freelance,502732,597,0.46,0,101729,2022-09-23
295,34,Male,Mumbai,Software Engineer,Contract,1778801,546,0.36,0,155808,2024-06-25
296,29,Male,Pune,Product Manager,Contract,1880975,842,0.17,0,492956,2021-06-28
297,31,Female,Mumbai,Banker,Contract,1372712,503,0.04,188646,415769,2022-09-14
298,30,Male,Gurugram,Consultant,Contract,903428,673,0.29,319860,239673,2025-01-10
299,38,Female,Gurugram,Product Manager,Salaried,1476567,846,0.52,567203,443701,2021-10-07
300,31,Male,Hyderabad,Designer,Freelance,1370069,826,0.41,0,100360,2024-09-01
301,28,Non-binary,Pune,Designer,Freelance,359447,732,0.5,724635,182893,2022-12-21
302,24,Male,Delhi,Banker,Salaried,1908582,746,0.4,773057,339007,2023-10-27
303,33,Male,Mumbai,Consultant,Freelance,1788718,644,0.25,0,438193,2022-07-26
304,28,Non-binary,Gurugram,Consultant,Contract,1592115,356,0.32,0,47373,2025-07-04
