customer_id,age,gender,city,job_role,employment_type,income,credit_score,savings_rate,existing_loan_balance,account_balance,joined_date
6000337,25,Non-binary,Delhi,Product Manager,Contract,609631,526,0.33,2955,473637,2024-03-06
15277755,34,Female,Surat,Data Scientist,Freelance,1146262,376,0.42,166934,469205,2021-03-05
16722218,24,Female,Nagpur,Banker,Salaried,1190410,472,0.15,79134,136310,2025-04-16
4855855,29,Female,Nagpur,Banker,Contract,1161505,646,0.28,807193,9516,2023-11-26
1553124,33,Male,Surat,Software Engineer,Salaried,927414,448,0.6,484629,349033,2022-09-04
13851346,35,Female,Ahmedabad,Software Engineer,Freelance,618851,448,0.42,36649,134315,2025-03-31
4627635,24,Non-binary,Chennai,Sales,Contract,1795734,435,0.56,997369,441139,2024-10-27
6915383,28,Male,Vadodara,Consultant,Freelance,1328449,826,0.17,315,323090,2025-06-03
4514681,31,Non-binary,Ahmedabad,Consultant,Contract,541623,355,0.31,733363,384988,2021-03-01
12173211,23,Male,Chennai,Banker,Salaried,923271,430,0.44,90620,127903,2021-03-19
13145851,39,Male,Indore,Consultant,Freelance,1505301,470,0.22,951212,481308,2023-11-26
427922,33,Male,Ahmedabad,Sales,Freelance,1483650,626,0.03,5300,370235,2021-02-19
4790771,23,Female,Pune,Consultant,Salaried,1601864,646,0.08,337545,227628,2024-06-03
15982487,28,Male,Kolkata,Software Engineer,Contract,709265,490,0.21,182265,327474,2023-04-18
5635056,27,Non-binary,Kolkata,Consultant,Salaried,821674,509,0.55,341444,41025,2020-11-15
1726690,40,Female,Pune,Designer,Freelance,1848546,683,0.05,1,306314,2023-02-13
5304947,25,Non-binary,Delhi,Product Manager,Salaried,1656868,740,0.44,492287,488012,2025-06-08
15211291,40,Female,Chennai,Banker,Freelance,438154,447,0.48,4437,418157,2024-06-21
7141802,26,Non-binary,Hyderabad,Sales,Contract,1599325,316,0.52,934963,303678,2022-05-25
9095788,28,Male,Jaipur,Consultant,Salaried,1739940,798,0.38,891658,44697,2022-01-26
11169091,35,Non-binary,Ahmedabad,Banker,Salaried,1961302,601,0.44,394683,265237,2023-02-01
6709464,23,Female,Indore,Banker,Freelance,735753,516,0.4,863724,20406,2020-10-16
9377474,24,Non-binary,Surat,Consultant,Salaried,1676004,668,0.34,0,334415,2022-04-13
10781952,35,Female,Pune,Banker,Salaried,851691,302,0.46,2105,442747,2025-03-24
12933910,36,Male,Kolkata,Product Manager,Salaried,686496,650,0.02,31446,90769,2022-06-29
8761547,34,Female,Kolkata,Banker,Contract,940050,388,0.04,891576,16517,2021-10-10
956896,34,Male,Lucknow,Designer,Contract,1715578,515,0.04,48,149948,2022-09-24
7552049,36,Female,Delhi,Designer,Contract,1798279,526,0.42,289882,422862,2025-02-24
14264202,27,Female,Chennai,Sales,Salaried,1696775,594,0.1,531310,110271,2024-10-18
6223551,24,Female,Lucknow,Data Scientist,Salaried,354084,431,0.53,61537,112414,2020-10-28
6972096,36,Non-binary,Lucknow,Consultant,Freelance,397155,588,0.42,367239,470567,2021-12-30
4829429,35,Male,Bengaluru,Consultant,Freelance,976218,829,0.1,776888,340787,2022-05-13
3457576,30,Male,Pune,Data Scientist,Freelance,869927,539,0.02,998852,445019,2023-01-02
15900268,38,Non-binary,Nagpur,Consultant,Freelance,1155017,810,0.25,44120,491606,2021-03-07
10791495,31,Non-binary,Delhi,Designer,Freelance,1732442,387,0.34,21844,455054,2022-06-12
11972157,25,Male,Indore,Software Engineer,Salaried,1730050,848,0.58,838012,62659,2024-05-15
12272390,26,Female,Hyderabad,Consultant,Contract,1780457,748,0.3,156,351433,2022-02-13
312567,32,Female,Delhi,Sales,Freelance,436411,413,0.19,467480,358389,2023-03-19
7892775,37,Male,Vadodara,Sales,Contract,1528010,300,0.51,47086,30264,2023-12-05
12181311,34,Non-binary,Mumbai,Banker,Contract,871982,469,0.17,802228,212238,2021-04-11
10794421,28,Male,Ahmedabad,Designer,Contract,1641559,332,0.09,454402,5342,2024-07-01
10424689,30,Female,Bengaluru,Consultant,Freelance,1050477,368,0.5,801705,391011,2024-04-04
9324623,29,Female,Surat,Data Scientist,Freelance,481971,539,0.24,872235,373919,2021-10-19
14072913,28,Female,Nagpur,Designer,Contract,1292325,460,0.18,397633,339531,2023-01-28
12843040,25,Non-binary,Ahmedabad,Product Manager,Salaried,1432528,377,0.53,119034,454891,2021-06-05
10395218,29,Non-binary,Chennai,Software Engineer,Contract,1278169,322,0.02,27798,80070,2021-09-26
14104742,26,Non-binary,Vadodara,Sales,Freelance,832455,385,0.12,240545,277886,2022-04-15
1657637,34,Non-binary,Indore,Consultant,Salaried,1506770,496,0.51,854185,63999,2023-08-04
1233664,35,Non-binary,Bengaluru,Designer,Contract,1489851,359,0.38,18217,346112,2024-08-22
6107233,28,Female,Nagpur,Designer,Contract,1676651,658,0.39,452919,335733,2024-01-25
15432020,40,Male,Mumbai,Banker,Freelance,1196789,796,0.02,673632,14670,2022-12-21
5849803,27,Female,Kolkata,Product Manager,Salaried,618812,494,0.38,471,184808,2024-03-25
10985439,38,Non-binary,Chennai,Designer,Salaried,1781040,599,0.41,430127,313066,2022-01-07
5410244,26,Female,Lucknow,Designer,Salaried,1762990,722,0.6,56060,188875,2023-07-24
8619041,39,Male,Hyderabad,Sales,Freelance,1515188,663,0.38,187792,336776,2021-11-19
14105873,25,Non-binary,Pune,Designer,Salaried,1066495,675,0.45,3,417514,2023-09-06
10684120,26,Female,Indore,Consultant,Freelance,442606,485,0.42,809465,167533,2025-08-08
10284696,34,Female,Mumbai,Consultant,Salaried,694304,640,0.38,931286,421896,2024-12-28
6556365,28,Female,Bengaluru,Banker,Salaried,1202189,563,0.55,433950,374666,2024-06-03
6097265,36,Male,Vadodara,Consultant,Freelance,1300535,782,0.39,246539,290487,2020-11-03
3427513,36,Male,Hyderabad,Data Scientist,Contract,905384,783,0.44,841159,24119,2025-02-21
6155010,39,Male,Hyderabad,Designer,Contract,417252,665,0.57,33528,460306,2024-09-14
9204614,38,Male,Vadodara,Designer,Salaried,628716,481,0.17,636023,186480,2023-03-02
2130331,34,Non-binary,Surat,Consultant,Contract,536644,592,0.41,861004,247458,2025-01-04
14268008,33,Female,Pune,Consultant,Freelance,778090,752,0.15,224769,353503,2021-02-04
13148777,36,Male,Indore,Designer,Salaried,635524,448,0.18,983398,226545,2022-12-17
6874802,40,Male,Jaipur,Banker,Contract,324136,714,0.17,102745,87740,2021-01-29
4069398,30,Male,Nagpur,Data Scientist,Freelance,660430,685,0.26,973984,14673,2021-09-11
10645048,31,Non-binary,Vadodara,Designer,Freelance,924603,553,0.1,55517,331514,2024-07-31
16741876,34,Non-binary,Chennai,Sales,Freelance,698731,607,0.12,2347,273414,2022-08-27
16270123,27,Non-binary,Delhi,Consultant,Freelance,902580,735,0.12,765833,385151,2023-12-25
4322809,39,Non-binary,Lucknow,Consultant,Salaried,1016442,302,0.29,31128,317676,2022-12-09
9452976,38,Non-binary,Pune,Data Scientist,Salaried,1081024,526,0.16,748830,90448,2025-08-27
9622709,38,Female,Chennai,Banker,Contract,842888,600,0.58,97909,381391,2024-11-30
4178881,38,Female,Nagpur,Product Manager,Freelance,643278,576,0.41,853917,488968,2021-01-02
1198722,28,Non-binary,Lucknow,Sales,Freelance,378670,726,0.48,188419,247720,2024-02-27
15230675,33,Non-binary,Ahmedabad,Banker,Freelance,873481,448,0.43,998918,242624,2024-12-11
1458794,35,Female,Chennai,Data Scientist,Salaried,1129985,606,0.21,364178,4568,2021-06-21
11127209,38,Non-binary,Jaipur,Sales,Contract,1224442,401,0.34,831,2402,2021-01-25
14827528,27,Male,Chennai,Data Scientist,Contract,380475,382,0.23,16006,275611,2023-04-07
6250737,32,Non-binary,Ahmedabad,Banker,Contract,1805308,512,0.25,824986,442561,2024-11-18
16125770,28,Female,Indore,Banker,Contract,1565630,668,0.56,230162,450635,2024-11-18
16252110,40,Male,Chennai,Data Scientist,Freelance,879110,608,0.15,20981,3541,2025-08-03
9327185,40,Non-binary,Pune,Software Engineer,Freelance,1638039,638,0.25,111376,136774,2021-01-29
3475909,37,Female,Surat,Designer,Freelance,884930,407,0.58,426106,107300,2024-01-29
11121072,24,Male,Hyderabad,Designer,Contract,789583,563,0.39,138931,284895,2022-01-20
414539,39,Female,Hyderabad,Consultant,Freelance,843686,304,0.2,24920,99764,2022-12-20
13440950,39,Male,Vadodara,Sales,Salaried,549246,302,0.02,699817,396390,2025-07-10
7161477,32,Male,Nagpur,Consultant,Contract,1028824,313,0.09,40210,289008,2024-12-22
281439,25,Non-binary,Jaipur,Product Manager,Contract,1745318,433,0.05,1,189620,2024-05-28
8510602,26,Female,Mumbai,Sales,Freelance,1823333,506,0.09,973499,134864,2024-06-09
13021551,39,Male,Lucknow,Software Engineer,Salaried,492937,401,0.45,559765,276122,2021-07-11
15860418,25,Female,Vadodara,Designer,Salaried,1876819,553,0.47,594282,476353,2022-05-15
4955613,37,Male,Mumbai,Banker,Contract,1062407,547,0.46,632217,152187,2024-12-07
1237934,39,Female,Vadodara,Designer,Contract,1394372,678,0.24,19524,361176,2024-11-19
9406986,25,Non-binary,Ahmedabad,Consultant,Contract,893659,780,0.03,614217,139836,2020-12-30
9808188,38,Male,Surat,Designer,Freelance,1503873,703,0.28,70603,338413,2023-02-18
11566000,40,Male,Jaipur,Designer,Freelance,1633931,574,0.04,299487,14569,2022-08-15
5923577,25,Non-binary,Indore,Designer,Freelance,1524403,587,0.18,961395,269697,2024-09-08
14263718,29,Male,Nagpur,Consultant,Contract,1611858,449,0.17,223604,242720,2021-07-04
14449757,31,Non-binary,Bengaluru,Sales,Salaried,1544527,511,0.25,20544,240327,2022-09-10
11299149,27,Male,Nagpur,Data Scientist,Contract,1914417,386,0.52,358600,437171,2021-08-25
6142780,40,Male,Lucknow,Product Manager,Freelance,1955812,784,0.12,341244,115265,2022-08-04
13328603,39,Male,Hyderabad,Sales,Contract,796831,548,0.49,803167,82769,2022-11-21
386780,38,Female,Pune,Sales,Salaried,920551,803,0.15,608795,215971,2020-10-14
9944870,36,Female,Jaipur,Designer,Salaried,1551721,621,0.2,915659,423307,2024-03-28
9974879,39,Non-binary,Vadodara,Sales,Salaried,972883,372,0.5,77894,487329,2021-03-12
10872074,29,Female,Mumbai,Product Manager,Salaried,917682,594,0.03,13022,99424,2020-10-16
464382,36,Female,Mumbai,Product Manager,Freelance,627261,674,0.13,18464,258119,2022-07-06
16771578,24,Female,Delhi,Software Engineer,Salaried,515449,645,0.16,3883,31039,2025-02-11
2383590,38,Female,Mumbai,Sales,Freelance,488207,696,0.35,21383,343866,2024-05-09
13095635,24,Female,Delhi,Banker,Freelance,1104465,490,0.02,406866,425430,2023-05-25
6503638,37,Male,Ahmedabad,Designer,Contract,1504359,520,0.49,4932,355384,2023-06-13
6304404,36,Non-binary,Bengaluru,Software Engineer,Salaried,1299834,653,0.39,4371,326885,2023-04-20
9370307,27,Male,Ahmedabad,Product Manager,Contract,1133525,320,0.38,335102,14653,2024-02-29
16558737,37,Female,Nagpur,Sales,Salaried,1856830,738,0.37,17136,192521,2025-08-09
3760028,24,Male,Mumbai,Data Scientist,Salaried,1217693,694,0.36,780819,24973,2024-11-16
3396988,31,Male,Chennai,Data Scientist,Contract,339413,552,0.52,34490,21753,2024-04-06
14528001,38,Female,Delhi,Data Scientist,Freelance,1435503,303,0.28,168,380250,2024-09-01
11110207,26,Female,Bengaluru,Data Scientist,Contract,301690,472,0.47,821,396313,2025-08-29
6176077,34,Non-binary,Kolkata,Software Engineer,Contract,1068655,426,0.29,698176,59491,2023-07-21
2779939,28,Female,Delhi,Sales,Contract,538477,776,0.48,999134,188707,2024-11-10
3386443,40,Non-binary,Indore,Software Engineer,Contract,665667,611,0.24,49214,86226,2021-03-06
8490419,38,Non-binary,Indore,Data Scientist,Freelance,804226,336,0.13,912565,441315,2020-11-09
3180163,29,Female,Hyderabad,Designer,Contract,1088278,591,0.43,89888,330784,2024-09-22
2768766,36,Male,Chennai,Designer,Contract,958737,637,0.58,19985,101826,2023-06-14
12905455,36,Male,Jaipur,Software Engineer,Contract,1417902,329,0.08,403230,308691,2025-09-12
3110937,36,Female,Chennai,Consultant,Salaried,1076385,454,0.14,519184,314470,2021-01-18
3891429,34,Male,Bengaluru,Designer,Freelance,732524,760,0.41,1940,200503,2021-09-09
12168355,37,Non-binary,Lucknow,Consultant,Contract,859649,571,0.15,981259,257185,2022-04-17
560250,29,Non-binary,Pune,Data Scientist,Contract,1088517,393,0.52,24,406025,2022-05-22
11762671,37,Non-binary,Delhi,Product Manager,Salaried,862338,398,0.09,187845,292815,2023-06-27
16074374,31,Female,Pune,Banker,Salaried,1887707,660,0.13,295402,116863,2021-11-20
2772073,27,Female,Kolkata,Data Scientist,Contract,1620115,683,0.4,33573,17504,2023-08-26
7816993,25,Male,Kolkata,Designer,Contract,1366575,615,0.21,995689,93468,2020-10-04
13961577,40,Non-binary,Lucknow,Product Manager,Freelance,685521,692,0.21,112000,215053,2020-10-03
7483184,28,Non-binary,Indore,Sales,Salaried,1026935,425,0.32,465854,313321,2023-05-09
9992674,34,Male,Pune,Sales,Contract,1327026,667,0.58,977,395992,2024-11-15
6928417,35,Male,Lucknow,Product Manager,Freelance,318219,835,0.27,986827,275281,2021-07-19
11365523,39,Non-binary,Delhi,Sales,Freelance,1843402,519,0.41,499338,414160,2023-11-24
354587,32,Female,Nagpur,Consultant,Salaried,654142,449,0.53,61107,145929,2022-09-28
3934435,28,Female,Surat,Banker,Salaried,494936,773,0.25,253954,263024,2022-12-08
7047909,38,Female,Chennai,Software Engineer,Salaried,1584366,611,0.0,208302,190574,2024-08-19
3821598,39,Non-binary,Kolkata,Designer,Contract,873161,310,0.31,642,366315,2022-07-25
9071793,36,Male,Surat,Sales,Contract,1428258,624,0.16,234170,487562,2020-10-05
2657891,37,Non-binary,Delhi,Product Manager,Freelance,440783,566,0.41,899522,347251,2021-03-06
16362932,40,Non-binary,Kolkata,Designer,Contract,1750762,742,0.15,195831,19849,2025-07-30
3675590,39,Non-binary,Mumbai,Consultant,Contract,1552060,817,0.22,831203,376398,2025-08-15
999772,32,Male,Delhi,Software Engineer,Contract,1277624,796,0.59,998603,320038,2024-05-19
14649228,31,Non-binary,Jaipur,Product Manager,Contract,967900,546,0.45,10,334628,2021-09-21
12325610,23,Female,Bengaluru,Product Manager,Freelance,1574543,797,0.59,615053,31430,2023-11-25
2476269,30,Male,Hyderabad,Banker,Contract,1445277,309,0.14,694,173876,2023-04-17
2514065,27,Non-binary,Ahmedabad,Product Manager,Freelance,310371,770,0.02,142243,425280,2021-10-21
4872244,35,Female,Delhi,Product Manager,Freelance,1828939,454,0.32,105218,489681,2023-05-04
11997585,35,Male,Lucknow,Designer,Salaried,519967,337,0.29,202192,43459,2022-01-13
5508080,36,Female,Hyderabad,Designer,Contract,570775,340,0.24,540622,468839,2021-08-10
7580677,30,Non-binary,Pune,Sales,Freelance,522998,715,0.03,951876,119433,2022-12-25
14438666,35,Male,Ahmedabad,Consultant,Contract,1756992,476,0.58,438115,380434,2023-02-07
1578230,39,Female,Surat,Banker,Contract,589220,483,0.02,956288,412596,2022-05-21
11321750,37,Non-binary,Bengaluru,Software Engineer,Salaried,666167,314,0.4,956191,69164,2022-05-07
11259509,25,Non-binary,Hyderabad,Banker,Salaried,1372005,576,0.41,251607,48917,2024-09-26
7860992,35,Male,Nagpur,Sales,Freelance,794925,389,0.52,125878,370221,2023-03-13
14163253,35,Male,Hyderabad,Consultant,Contract,489425,728,0.56,997303,358831,2023-10-27
2932477,39,Female,Hyderabad,Software Engineer,Salaried,1057242,704,0.41,8328,409352,2025-01-17
210324,27,Non-binary,Chennai,Product Manager,Salaried,899875,458,0.46,26192,389455,2021-04-01
5372079,28,Female,Chennai,Data Scientist,Contract,538086,372,0.31,82890,83150,2024-08-18
9439208,26,Male,Hyderabad,Banker,Salaried,1528008,572,0.37,296560,39670,2022-07-22
8565174,37,Non-binary,Kolkata,Data Scientist,Salaried,1791964,546,0.18,11134,218039,2020-12-14
15474752,27,Female,Surat,Software Engineer,Contract,471655,313,0.42,449674,303685,2021-05-31
10066147,38,Non-binary,Bengaluru,Designer,Freelance,573647,534,0.14,0,353466,2023-06-08
1898690,40,Non-binary,Jaipur,Sales,Freelance,310815,455,0.18,63844,341461,2020-10-08
11158982,31,Female,Delhi,Product Manager,Freelance,1519480,832,0.05,500927,276976,2022-06-14
5264297,36,Non-binary,Hyderabad,Designer,Freelance,1136992,550,0.03,955827,407626,2024-01-24
10579048,36,Male,Mumbai,Data Scientist,Freelance,1571335,790,0.31,754156,369545,2024-07-25
7778627,32,Male,Kolkata,Consultant,Freelance,1427128,642,0.24,605129,208505,2025-07-01
3335493,36,Male,Pune,Sales,Salaried,392052,674,0.15,112483,72994,2024-06-17
12858558,38,Non-binary,Chennai,Designer,Freelance,1843020,361,0.51,843719,277292,2022-10-11
4660398,24,Non-binary,Lucknow,Designer,Freelance,1488101,849,0.59,844490,43909,2025-04-01
1130690,39,Male,Hyderabad,Designer,Freelance,1188826,654,0.07,267732,140619,2024-06-15
5989074,27,Male,Jaipur,Banker,Contract,735855,419,0.33,918862,15134,2020-10-06
3453824,25,Non-binary,Jaipur,Product Manager,Contract,1118779,546,0.05,634607,480034,2022-11-22
3752681,33,Female,Pune,Designer,Freelance,1926181,569,0.5,720195,462319,2022-07-16
4336060,35,Male,Kolkata,Designer,Contract,380147,767,0.25,908683,156163,2022-08-12
5676448,23,Male,Mumbai,Software Engineer,Freelance,1937458,813,0.54,566245,497129,2024-12-08
5615932,33,Male,Mumbai,Designer,Contract,330934,420,0.26,591113,431336,2021-11-21
10449977,23,Female,Ahmedabad,Banker,Salaried,371208,635,0.46,35918,20082,2022-05-21
12682326,38,Non-binary,Nagpur,Sales,Salaried,361725,565,0.41,900712,425518,2021-08-22
13288857,23,Non-binary,Jaipur,Data Scientist,Contract,1129633,357,0.58,636372,31913,2023-04-25
2306043,27,Non-binary,Pune,Data Scientist,Freelance,631712,620,0.37,922179,123353,2024-12-06
11402658,30,Male,Indore,Designer,Contract,1073868,762,0.59,995073,9417,2024-03-15
2254273,33,Male,Bengaluru,Banker,Contract,513600,465,0.52,108877,494580,2024-09-04
1109814,38,Non-binary,Pune,Software Engineer,Freelance,923053,467,0.47,77613,214669,2022-04-30
5040037,30,Non-binary,Ahmedabad,Designer,Contract,1228433,404,0.07,173,59717,2020-11-01
9351814,40,Male,Delhi,Product Manager,Salaried,1219871,414,0.26,55062,173759,2021-01-17
8631477,32,Male,Ahmedabad,Software Engineer,Contract,1210873,340,0.5,15670,480267,2025-08-16
13536192,30,Male,Kolkata,Banker,Freelance,981311,732,0.01,760720,427362,2024-11-11
4271547,36,Male,Jaipur,Consultant,Freelance,420184,607,0.44,16981,337895,2025-09-01
2281162,30,Female,Nagpur,Designer,Salaried,877420,449,0.5,820804,277472,2024-12-27
1125165,37,Non-binary,Surat,Consultant,Salaried,1828585,488,0.5,478606,221677,2025-06-12
11896952,33,Male,Kolkata,Consultant,Contract,759160,581,0.01,855464,103289,2021-01-26
610082,31,Male,Kolkata,Consultant,Freelance,1058525,566,0.1,0,152494,2021-04-30
4934164,32,Female,Bengaluru,Sales,Salaried,1304399,623,0.12,997807,453314,2022-08-08
11815874,38,Female,Kolkata,Product Manager,Freelance,422622,769,0.48,358189,107508,2020-12-11
9966446,25,Female,Mumbai,Software Engineer,Freelance,772917,608,0.04,24,131368,2020-11-03
2081861,25,Female,Surat,Sales,Freelance,436073,415,0.23,707688,480122,2021-12-29
180586,37,Male,Hyderabad,Banker,Salaried,745588,315,0.36,570635,372789,2022-05-12
4354903,38,Female,Bengaluru,Designer,Salaried,1655268,312,0.5,987286,219419,2025-06-17
15755455,36,Male,Indore,Designer,Freelance,1718962,437,0.15,128427,51821,2022-03-15
4367502,36,Male,Kolkata,Data Scientist,Salaried,1762467,672,0.01,206134,61386,2022-06-02
10699757,34,Female,Lucknow,Banker,Contract,1839518,609,0.26,712764,197492,2024-06-11
790683,37,Non-binary,Lucknow,Designer,Contract,1621927,356,0.12,346025,245162,2025-08-03
9100902,30,Male,Kolkata,Software Engineer,Contract,635612,627,0.6,153713,23474,2024-04-23
12970069,29,Male,Chennai,Banker,Salaried,1442672,411,0.34,797314,288822,2022-10-24
8142034,25,Male,Mumbai,Sales,Salaried,1150315,756,0.41,998450,141637,2023-03-03
5563998,38,Female,Chennai,Product Manager,Contract,995877,662,0.58,89249,190399,2024-11-27
7700182,27,Non-binary,Chennai,Product Manager,Freelance,1260409,368,0.56,834839,417131,2024-06-16
729687,36,Non-binary,Hyderabad,Designer,Salaried,470810,395,0.54,3208,228238,2023-04-12
11901556,31,Female,Mumbai,Designer,Contract,1674499,820,0.28,663688,316630,2021-06-19
5491245,32,Male,Nagpur,Sales,Freelance,1779335,799,0.33,60,252599,2024-05-09
2941885,32,Male,Pune,Software Engineer,Salaried,1856130,744,0.09,226833,216694,2025-08-16
7971531,38,Male,Bengaluru,Product Manager,Freelance,1320164,423,0.55,61405,459372,2020-11-05
9612163,37,Male,Chennai,Consultant,Freelance,631479,758,0.44,960578,207842,2022-10-24
12555347,31,Non-binary,Kolkata,Product Manager,Contract,1452260,353,0.01,188797,493472,2023-12-10
5972230,33,Female,Pune,Consultant,Salaried,942140,494,0.12,198379,462458,2021-03-08
12035449,28,Non-binary,Surat,Banker,Contract,1174742,708,0.07,768998,93171,2024-01-11
7929096,34,Non-binary,Lucknow,Software Engineer,Contract,904560,429,0.16,766900,73023,2021-08-01
1579775,27,Male,Indore,Consultant,Freelance,1985594,696,0.37,558231,34081,2021-02-24
7802368,32,Female,Nagpur,Sales,Freelance,1691784,758,0.5,134882,264386,2022-06-09
15227857,33,Non-binary,Chennai,Data Scientist,Contract,1072800,734,0.07,960586,284712,2025-06-06
10516283,39,Male,Pune,Designer,Contract,792485,676,0.2,221905,244295,2024-03-08
5093709,36,Non-binary,Delhi,Banker,Freelance,562743,494,0.18,812423,385935,2023-03-04
9775357,24,Male,Bengaluru,Banker,Contract,1901549,766,0.3,877612,352420,2021-06-21
2619668,26,Male,Jaipur,Sales,Contract,1145786,616,0.41,156247,272328,2021-04-03
9741585,29,Male,Pune,Sales,Freelance,1804873,664,0.08,823024,11905,2025-07-08
16522483,31,Female,Ahmedabad,Designer,Freelance,450753,332,0.4,29746,265963,2025-09-26
9029417,26,Male,Vadodara,Product Manager,Freelance,1469147,761,0.43,0,402805,2025-09-08
4917021,24,Male,Indore,Product Manager,Contract,503711,763,0.55,952504,61188,2024-07-22
8604633,23,Non-binary,Kolkata,Banker,Contract,1464999,398,0.45,4003,89467,2021-03-28
8727121,35,Non-binary,Bengaluru,Data Scientist,Contract,366258,377,0.32,21422,288234,2022-03-06
1329529,37,Female,Indore,Sales,Salaried,894024,747,0.17,121519,5322,2021-11-14
12370103,32,Female,Delhi,Banker,Contract,532789,663,0.12,980817,288459,2023-02-06
11210972,31,Male,Chennai,Banker,Salaried,1377972,842,0.59,997616,225749,2024-03-02
15806357,29,Non-binary,Kolkata,Software Engineer,Salaried,1428232,395,0.53,993782,251986,2024-12-25
15340998,32,Male,Kolkata,Designer,Freelance,1068001,631,0.18,987827,151053,2021-09-08
7175948,25,Male,Vadodara,Data Scientist,Contract,1434350,553,0.52,737114,290784,2021-01-19
7258733,39,Female,Mumbai,Software Engineer,Contract,372926,311,0.38,999128,331768,2023-09-02
7715127,25,Female,Pune,Banker,Salaried,470454,662,0.18,740,186152,2024-12-23
11824677,35,Female,Vadodara,Consultant,Salaried,1760718,617,0.59,992219,498906,2024-10-18
9502421,30,Non-binary,Jaipur,Consultant,Salaried,758673,432,0.42,483,379651,2024-05-24
13095756,24,Non-binary,Surat,Sales,Contract,1294979,384,0.44,969967,41926,2024-01-15
9985422,40,Male,Surat,Software Engineer,Contract,515991,711,0.41,659266,282226,2023-10-04
4145645,27,Non-binary,Vadodara,Software Engineer,Salaried,765607,810,0.51,663423,381961,2024-02-07
2275663,37,Male,Delhi,Designer,Salaried,1272194,605,0.22,519351,81108,2022-02-27
11272138,39,Non-binary,Kolkata,Product Manager,Salaried,1145081,558,0.07,991789,30367,2025-05-01
6140447,34,Non-binary,Ahmedabad,Sales,Salaried,1812029,823,0.02,59,321086,2024-06-29
1225340,37,Female,Lucknow,Designer,Salaried,861724,726,0.29,10656,258111,2024-07-18
1287463,39,Female,Hyderabad,Product Manager,Freelance,1548187,414,0.19,80018,327507,2025-07-27
12790708,36,Female,Hyderabad,Software Engineer,Contract,1181595,772,0.08,952330,219679,2025-04-06
10242357,27,Female,Pune,Product Manager,Contract,1502007,795,0.02,201140,358685,2021-01-16
236162,40,Male,Delhi,Product Manager,Freelance,384916,678,0.03,876708,189745,2024-03-16
12703275,37,Male,Delhi,Sales,Freelance,1043733,473,0.22,887738,297537,2024-01-20
169727,32,Non-binary,Lucknow,Banker,Freelance,464620,475,0.51,227600,206606,2021-03-06
6807031,35,Non-binary,Pune,Data Scientist,Contract,1622112,767,0.3,5573,401745,2024-01-31
2742134,29,Male,Ahmedabad,Banker,Salaried,1780542,363,0.41,3620,135519,2025-06-25
2108857,35,Female,Bengaluru,Banker,Salaried,1783106,323,0.0,7820,124096,2023-06-18
5871202,32,Non-binary,Nagpur,Sales,Freelance,1772347,819,0.15,138,129041,2022-03-30
2855472,24,Non-binary,Jaipur,Banker,Contract,1067193,807,0.13,239147,186754,2023-04-12
