customer_id,age,gender,city,job_role,employment_type,income,credit_score,savings_rate,existing_loan_balance,account_balance,joined_date
31,40,Male,Surat,Software Engineer,Freelance,1582746,610,0.24,32107,362064,2025-10-01
32,40,Male,Nagpur,Product Manager,Salaried,573531,750,0.6,18129,488110,2023-12-18
33,28,Female,Jaipur,Banker,Freelance,300534,659,0.45,0,432236,2021-02-27
34,27,Non-binary,Kolkata,Software Engineer,Salaried,1998831,494,0.34,661309,341515,2022-06-27
35,29,Female,Hyderabad,Consultant,Salaried,426407,613,0.6,0,285871,2022-04-05
36,28,Non-binary,Kolkata,Banker,Salaried,375525,558,0.32,0,1052,2025-09-12
37,27,Non-binary,Surat,Product Manager,Salaried,1066544,546,0.6,0,301861,2021-12-07
38,32,Non-binary,Pune,Banker,Contract,523377,756,0.58,7449,499921,2022-07-06
39,37,Female,Mumbai,Banker,Freelance,1183755,405,0.46,46403,445732,2022-08-15
40,40,Male,Pune,Software Engineer,Freelance,300534,455,0.23,0,6951,2024-07-03
41,23,Non-binary,Surat,Sales,Salaried,300534,672,0.6,988030,129645,2023-02-03
42,40,Non-binary,Hyderabad,Consultant,Contract,552771,579,0.37,0,149815,2020-12-10
43,36,Female,Vadodara,Software Engineer,Freelance,1653591,811,0.41,688574,419504,2024-06-23
44,37,Female,Jaipur,Banker,Freelance,1998831,850,0.42,176050,61235,2020-10-03
45,34,Male,Indore,Designer,Freelance,1607715,300,0.6,0,157517,2024-09-02
46,28,Female,Mumbai,Designer,Salaried,1477526,528,0.6,0,223175,2025-10-01
47,26,Non-binary,Chennai,Sales,Contract,300534,412,0.26,0,8649,2021-08-11
48,36,Non-binary,Kolkata,Consultant,Contract,1887842,476,0.58,6906,1052,2025-09-12
49,26,Male,Chennai,Consultant,Freelance,1630301,744,0.56,0,285771,2021-05-06
50,37,Non-binary,Indore,Product Manager,Contract,463803,375,0.05,0,145458,2024-06-24
51,35,Non-binary,Indore,Software Engineer,Salaried,300534,780,0.14,0,1052,2025-07-29
52,33,Non-binary,Chennai,Software Engineer,Contract,408183,691,0.44,12500,195511,2022-02-19
53,40,Non-binary,Lucknow,Software Engineer,Salaried,968973,300,0.51,560405,405886,2022-12-18
54,27,Male,Pune,Data Scientist,Salaried,842270,300,0.6,0,107216,2021-01-08
55,29,Male,Chennai,Software Engineer,Salaried,1735686,378,0.6,65838,482383,2025-10-01
56,40,Non-binary,Nagpur,Consultant,Contract,958403,578,0.51,0,58411,2023-10-28
57,29,Female,Surat,Banker,Freelance,1407084,300,0.6,0,65354,2020-10-03
58,26,Female,Pune,Product Manager,Salaried,300621,599,0.57,6013,344476,2022-02-05
59,33,Non-binary,Vadodara,Software Engineer,Contract,924090,650,0.44,875073,448944,2021-09-16
60,35,Male,Ahmedabad,Banker,Salaried,1161887,546,0.43,0,1052,2025-06-15
61,25,Non-binary,Indore,Data Scientist,Contract,1379387,414,0.0,0,310731,2022-03-25
62,24,Non-binary,Kolkata,Banker,Salaried,1998831,361,0.07,0,329878,2021-11-20
63,31,Non-binary,Indore,Sales,Salaried,314840,725,0.49,124753,455872,2023-07-07
64,35,Male,Vadodara,Data Scientist,Salaried,1956129,574,0.56,20651,1052,2022-09-22
65,27,Male,Hyderabad,Sales,Salaried,1186351,337,0.6,181613,131176,2024-05-01
66,30,Non-binary,Delhi,Data Scientist,Contract,789351,521,0.52,0,51186,2025-03-15
67,31,Female,Bengaluru,Sales,Salaried,1998831,486,0.24,12620,107118,2024-08-03
68,40,Male,Hyderabad,Consultant,Freelance,300534,843,0.55,3168,135035,2023-03-25
69,23,Non-binary,Jaipur,Data Scientist,Freelance,300534,518,0.45,3702,108574,2025-10-01
70,25,Non-binary,Hyderabad,Product Manager,Contract,1647649,615,0.3,126157,280667,2022-10-09
71,37,Non-binary,Bengaluru,Banker,Contract,822017,370,0.12,510462,288901,2024-08-07
72,40,Female,Bengaluru,Product Manager,Contract,1220038,575,0.46,0,46993,2021-08-06
73,33,Male,Ahmedabad,Banker,Salaried,658566,476,0.08,272247,120666,2025-04-05
74,34,Non-binary,Hyderabad,Banker,Contract,1628889,300,0.32,0,448112,2021-09-13
75,40,Non-binary,Indore,Software Engineer,Contract,455521,342,0.52,512448,90606,2025-09-29
76,32,Female,Lucknow,Banker,Contract,1885719,418,0.48,0,415750,2024-12-21
77,40,Non-binary,Chennai,Banker,Freelance,1205931,569,0.0,16991,91754,2023-11-25
78,38,Male,Chennai,Designer,Freelance,1814625,449,0.19,182442,499921,2023-10-16
79,28,Female,Jaipur,Product Manager,Salaried,1902176,565,0.6,118337,48606,2025-10-01
80,39,Male,Indore,Software Engineer,Salaried,1612698,317,0.0,116,156754,2025-08-07
81,37,Non-binary,Pune,Data Scientist,Contract,1619715,359,0.39,0,1052,2024-09-07
82,39,Male,Pune,Consultant,Contract,1473011,339,0.31,975638,171598,2023-06-26
83,26,Male,Vadodara,Banker,Salaried,547417,779,0.18,27390,364834,2024-06-20
84,39,Female,Nagpur,Sales,Salaried,662226,516,0.6,0,1052,2021-07-07
85,33,Non-binary,Hyderabad,Data Scientist,Freelance,340801,444,0.6,425404,263200,2025-10-01
86,40,Male,Hyderabad,Sales,Salaried,1794911,465,0.57,22375,35467,2025-10-01
87,26,Male,Surat,Data Scientist,Contract,1122795,569,0.22,432478,307237,2022-03-28
88,28,Female,Hyderabad,Product Manager,Freelance,1374050,692,0.6,534514,364785,2025-06-15
89,33,Female,Nagpur,Designer,Freelance,1533666,793,0.15,6553,234829,2024-04-03
90,29,Non-binary,Hyderabad,Sales,Salaried,878938,536,0.16,30395,90074,2022-03-12
91,40,Non-binary,Lucknow,Software Engineer,Salaried,1618846,320,0.44,181440,1052,2022-05-31
92,33,Non-binary,Indore,Software Engineer,Freelance,1658881,355,0.35,6805,145111,2022-08-27
93,34,Male,Delhi,Designer,Salaried,978750,322,0.09,0,1052,2025-10-01
94,35,Non-binary,Lucknow,Software Engineer,Salaried,388370,768,0.1,4253,171006,2023-02-18
95,35,Male,Lucknow,Data Scientist,Contract,1451144,300,0.6,0,161355,2022-11-15
96,34,Non-binary,Jaipur,Banker,Contract,399278,497,0.06,787862,52170,2023-04-25
97,32,Female,Jaipur,Designer,Contract,1561497,654,0.6,0,473174,2022-05-22
98,35,Non-binary,Hyderabad,Designer,Contract,1405036,731,0.24,765250,442332,2022-05-16
99,28,Female,Surat,Product Manager,Salaried,1350511,614,0.33,15789,114928,2023-12-26
100,40,Non-binary,Hyderabad,Software Engineer,Salaried,859264,811,0.38,10607,350204,2023-05-22
101,39,Female,Kolkata,Banker,Contract,357882,380,0.34,0,92474,2024-07-18
102,26,Female,Pune,Product Manager,Salaried,1146490,300,0.22,0,246349,2022-12-03
103,26,Female,Mumbai,Banker,Freelance,1286050,850,0.21,35691,44299,2023-12-12
104,27,Female,Indore,Product Manager,Salaried,1195476,686,0.6,465716,385631,2023-07-07
105,31,Non-binary,Lucknow,Product Manager,Contract,1245422,600,0.51,0,48172,2024-08-18
106,30,Female,Pune,Sales,Contract,1304817,344,0.42,999134,48518,2025-04-25
107,40,Male,Lucknow,Software Engineer,Salaried,1998831,363,0.39,0,1052,2025-09-01
108,26,Non-binary,Jaipur,Data Scientist,Contract,642290,319,0.13,0,217194,2025-09-20
109,25,Male,Kolkata,Data Scientist,Contract,1579185,363,0.36,102230,462706,2024-03-21
110,26,Male,Lucknow,Software Engineer,Salaried,428657,366,0.59,169390,141323,2022-03-02
111,34,Male,Lucknow,Software Engineer,Salaried,1531389,633,0.01,610,155316,2023-12-20
112,26,Female,Jaipur,Banker,Freelance,1525280,347,0.46,0,163907,2025-10-01
113,29,Female,Mumbai,Product Manager,Contract,1477226,331,0.42,0,381414,2025-01-24
114,37,Non-binary,Ahmedabad,Data Scientist,Salaried,1839449,647,0.38,26883,369621,2025-10-01
115,38,Non-binary,Jaipur,Sales,Salaried,1405254,429,0.03,30307,54993,2025-10-01
116,36,Female,Indore,Software Engineer,Freelance,1168189,639,0.25,236069,358458,2020-12-31
117,30,Female,Pune,Banker,Salaried,566772,465,0.31,14844,428580,2025-05-11
118,24,Non-binary,Hyderabad,Consultant,Contract,1360924,301,0.39,0,491976,2025-01-13
119,29,Non-binary,Indore,Software Engineer,Salaried,300534,520,0.17,0,342241,2024-09-19
120,40,Female,Lucknow,Banker,Freelance,1668072,480,0.6,0,402282,2022-11-17
121,34,Non-binary,Delhi,Product Manager,Salaried,935780,608,0.6,457872,156184,2021-12-05
122,40,Non-binary,Ahmedabad,Product Manager,Freelance,815455,300,0.45,3745,145036,2025-08-19
123,35,Non-binary,Chennai,Banker,Contract,1492649,300,0.0,292064,257133,2021-10-31
124,38,Male,Delhi,Banker,Salaried,1564466,329,0.52,1530,5202,2020-10-25
125,40,Male,Pune,Product Manager,Freelance,1803953,300,0.6,479095,445336,2023-03-29
126,27,Male,Mumbai,Software Engineer,Freelance,539337,810,0.2,0,134915,2021-11-05
127,26,Non-binary,Jaipur,Consultant,Contract,1109193,426,0.02,131970,1052,2022-05-30
128,30,Non-binary,Kolkata,Product Manager,Salaried,300534,387,0.41,30518,129254,2025-09-25
129,37,Non-binary,Lucknow,Data Scientist,Contract,817977,403,0.51,0,207041,2022-05-26
130,31,Female,Bengaluru,Software Engineer,Contract,439684,621,0.26,197852,142636,2022-10-24
131,38,Male,Mumbai,Product Manager,Salaried,618192,606,0.5,905187,378872,2022-03-30
132,36,Non-binary,Indore,Data Scientist,Contract,1422009,671,0.0,0,426611,2023-04-08
133,37,Non-binary,Mumbai,Software Engineer,Freelance,738736,836,0.48,0,1052,2022-04-19
134,26,Female,Chennai,Data Scientist,Salaried,300534,619,0.09,0,51069,2022-03-17
135,33,Male,Lucknow,Banker,Contract,1753944,343,0.08,0,232657,2025-05-11
136,23,Non-binary,Bengaluru,Data Scientist,Contract,1076678,706,0.14,0,108249,2025-01-10
137,32,Female,Delhi,Data Scientist,Contract,482579,561,0.47,0,319778,2020-11-28
138,36,Male,Indore,Designer,Freelance,365776,376,0.16,3697,22516,2025-07-27
139,40,Non-binary,Vadodara,Software Engineer,Salaried,340550,351,0.33,14698,55191,2025-02-15
140,34,Non-binary,Delhi,Data Scientist,Contract,478434,444,0.49,0,390624,2025-08-02
141,26,Non-binary,Indore,Consultant,Freelance,1716672,431,0.22,12652,486497,2023-10-24
142,40,Female,Chennai,Consultant,Contract,1545971,545,0.55,13483,376771,2020-10-03
143,34,Male,Nagpur,Consultant,Contract,300534,505,0.6,10015,499921,2025-05-30
144,39,Male,Indore,Sales,Salaried,1901370,587,0.51,811677,54437,2022-07-28
145,40,Female,Hyderabad,Consultant,Salaried,1522356,333,0.2,0,487044,2022-05-29
146,40,Male,Pune,Designer,Freelance,1974045,433,0.6,0,405094,2023-07-19
147,40,Male,Indore,Product Manager,Salaried,933387,585,0.59,0,1052,2023-10-22
148,37,Female,Nagpur,Consultant,Contract,655328,775,0.3,0,343845,2024-06-13
149,40,Male,Lucknow,Software Engineer,Freelance,993539,803,0.54,506261,377358,2025-07-21
150,27,Female,Hyderabad,Banker,Contract,552845,373,0.58,0,277130,2022-06-11
151,40,Non-binary,Chennai,Data Scientist,Salaried,1576302,693,0.56,607670,409184,2020-10-03
152,38,Non-binary,Indore,Designer,Freelance,1407596,742,0.42,104441,243781,2022-01-23
153,37,Male,Kolkata,Software Engineer,Salaried,508778,721,0.05,21110,362537,2024-02-29
154,33,Non-binary,Ahmedabad,Software Engineer,Contract,1998831,654,0.54,0,1052,2025-05-17
155,37,Non-binary,Nagpur,Designer,Freelance,411307,743,0.42,0,187835,2021-08-11
156,25,Non-binary,Hyderabad,Sales,Salaried,300534,386,0.05,31831,220439,2022-09-26
157,37,Male,Mumbai,Software Engineer,Freelance,1777728,760,0.1,449273,130754,2023-04-05
158,29,Female,Jaipur,Designer,Freelance,1998831,300,0.24,25011,8097,2025-06-17
159,29,Female,Jaipur,Software Engineer,Freelance,1863927,637,0.45,126955,457676,2022-09-27
160,40,Non-binary,Lucknow,Software Engineer,Freelance,751426,300,0.16,73346,475874,2025-03-11
161,23,Female,Hyderabad,Data Scientist,Contract,477466,850,0.26,11530,367728,2025-06-18
162,31,Female,Kolkata,Sales,Contract,1194800,561,0.6,0,485258,2021-12-25
163,28,Non-binary,Indore,Designer,Salaried,1759630,440,0.26,0,399953,2021-11-19
164,37,Non-binary,Jaipur,Banker,Salaried,1770797,307,0.04,0,208960,2025-06-06
165,25,Male,Surat,Sales,Freelance,1340213,300,0.45,448220,1052,2025-10-01
166,35,Non-binary,Lucknow,Banker,Salaried,300534,425,0.32,0,142451,2023-07-21
167,40,Non-binary,Delhi,Data Scientist,Contract,1057305,774,0.43,0,21189,2025-01-29
168,34,Non-binary,Delhi,Sales,Contract,490701,737,0.6,9593,357094,2024-04-07
169,23,Female,Nagpur,Product Manager,Salaried,1452019,850,0.6,0,1052,2025-01-24
170,39,Non-binary,Jaipur,Designer,Freelance,967721,708,0.44,40203,102451,2022-09-11
171,23,Male,Kolkata,Data Scientist,Contract,684710,532,0.41,0,341167,2021-12-21
172,29,Non-binary,Delhi,Banker,Salaried,1746345,764,0.57,0,215249,2025-10-01
173,23,Male,Mumbai,Designer,Freelance,1998831,569,0.0,12203,92909,2021-08-26
174,39,Female,Surat,Sales,Salaried,1174478,675,0.04,0,10169,2022-03-04
175,31,Male,Chennai,Product Manager,Freelance,733422,328,0.12,700818,473362,2022-09-07
176,23,Male,Hyderabad,Product Manager,Salaried,300534,398,0.0,0,1052,2021-12-02
177,36,Male,Jaipur,Sales,Contract,981404,300,0.13,108755,268517,2022-02-21
178,40,Female,Ahmedabad,Banker,Contract,300534,455,0.18,15161,29371,2023-10-04
179,36,Non-binary,Jaipur,Product Manager,Freelance,304731,401,0.0,23941,362366,2025-06-29
180,40,Female,Lucknow,Software Engineer,Freelance,1513502,366,0.31,12667,452549,2025-10-01
181,27,Non-binary,Ahmedabad,Sales,Freelance,1277166,457,0.52,7982,103404,2022-10-25
182,35,Non-binary,Hyderabad,Software Engineer,Salaried,540177,561,0.6,704229,239690,2025-10-01
183,26,Male,Mumbai,Software Engineer,Salaried,304980,805,0.2,0,140644,2022-09-11
184,26,Female,Vadodara,Banker,Contract,300534,300,0.04,5679,219477,2022-07-19
185,37,Non-binary,Nagpur,Consultant,Salaried,592443,801,0.34,270392,1052,2021-11-20
186,32,Female,Ahmedabad,Data Scientist,Contract,354757,354,0.15,95063,467042,2021-11-26
187,38,Non-binary,Pune,Banker,Salaried,761504,360,0.49,862979,248961,2025-10-01
188,39,Non-binary,Bengaluru,Designer,Salaried,1456191,689,0.6,0,223908,2025-10-01
189,40,Non-binary,Kolkata,Software Engineer,Contract,1292230,744,0.46,25043,1052,2022-11-03
190,28,Male,Bengaluru,Software Engineer,Contract,492155,781,0.42,0,150256,2021-03-12
191,26,Non-binary,Indore,Software Engineer,Freelance,1649422,690,0.37,999134,318569,2025-10-01
192,23,Female,Kolkata,Designer,Freelance,902624,459,0.21,44897,257494,2025-10-01
193,40,Male,Ahmedabad,Product Manager,Freelance,797121,685,0.17,6828,1052,2023-12-27
194,39,Non-binary,Bengaluru,Data Scientist,Contract,987253,837,0.54,637793,176890,2024-04-26
195,30,Female,Indore,Software Engineer,Contract,1985939,482,0.58,25766,124371,2025-10-01
196,26,Non-binary,Bengaluru,Banker,Freelance,1377451,300,0.05,375372,166317,2024-08-16
197,40,Non-binary,Pune,Consultant,Contract,725546,305,0.6,12298,1052,2024-01-02
198,24,Female,Mumbai,Consultant,Contract,335899,387,0.16,19521,177052,2021-06-06
199,40,Non-binary,Bengaluru,Product Manager,Freelance,717586,300,0.03,117853,351167,2025-04-15
200,27,Male,Bengaluru,Sales,Salaried,300534,733,0.17,593094,271945,2025-10-01
201,30,Non-binary,Jaipur,Software Engineer,Salaried,1670785,590,0.6,0,499921,2021-03-09
202,25,Female,Chennai,Data Scientist,Contract,403881,773,0.1,337823,23136,2025-10-01
203,28,Non-binary,Surat,Sales,Contract,1998831,653,0.52,463416,132424,2022-05-24
204,28,Male,Jaipur,Designer,Contract,1499317,614,0.18,746945,263215,2021-11-13
205,23,Non-binary,Surat,Software Engineer,Freelance,594870,389,0.03,0,5134,2023-01-30
206,23,Male,Pune,Software Engineer,Salaried,406178,453,0.6,31481,1052,2025-10-01
207,23,Non-binary,Jaipur,Consultant,Salaried,867291,440,0.16,0,188317,2022-11-24
208,40,Non-binary,Jaipur,Banker,Salaried,1264581,434,0.6,16183,115065,2025-10-01
209,36,Non-binary,Bengaluru,Data Scientist,Salaried,1028310,669,0.01,22879,304333,2023-11-19
210,27,Female,Chennai,Product Manager,Freelance,600510,346,0.08,5861,100354,2023-04-25
211,23,Non-binary,Delhi,Sales,Contract,1416909,431,0.02,261869,116213,2024-06-29
212,34,Non-binary,Kolkata,Sales,Salaried,488487,506,0.51,0,428097,2021-09-05
213,36,Male,Chennai,Consultant,Salaried,300534,515,0.21,220927,370055,2025-10-01
214,33,Male,Chennai,Software Engineer,Contract,300534,519,0.12,20902,426010,2025-06-21
215,38,Non-binary,Chennai,Software Engineer,Freelance,993545,368,0.49,278534,470850,2023-03-07
216,34,Male,Surat,Designer,Contract,1845703,300,0.0,5069,393318,2024-07-16
217,26,Male,Bengaluru,Designer,Contract,1778738,437,0.41,0,499921,2024-10-20
218,25,Female,Mumbai,Software Engineer,Freelance,982505,597,0.37,0,1052,2023-03-18
219,38,Non-binary,Vadodara,Consultant,Salaried,1363244,751,0.09,0,367814,2025-07-05
220,40,Female,Chennai,Banker,Salaried,1988736,300,0.45,314299,42418,2025-10-01
221,37,Non-binary,Bengaluru,Sales,Salaried,300534,660,0.58,5645,10742,2023-01-03
222,25,Non-binary,Lucknow,Banker,Salaried,536348,850,0.05,777480,1052,2024-06-14
223,39,Non-binary,Delhi,Banker,Salaried,1891044,833,0.26,794966,1052,2022-12-07
224,40,Female,Indore,Banker,Freelance,1283684,339,0.4,9460,101304,2025-10-01
225,27,Female,Vadodara,Sales,Salaried,511648,686,0.45,0,371182,2023-05-10
226,25,Female,Jaipur,Software Engineer,Freelance,1156756,455,0.42,605560,313164,2025-10-01
227,31,Female,Ahmedabad,Sales,Salaried,1728770,480,0.28,0,73103,2021-07-14
228,38,Female,Delhi,Data Scientist,Salaried,1541612,597,0.13,999134,208225,2025-10-01
229,36,Non-binary,Indore,Designer,Salaried,717853,465,0.59,30184,388551,2023-05-10
230,40,Non-binary,Nagpur,Banker,Contract,601532,729,0.12,0,73714,2025-04-30
231,33,Male,Surat,Software Engineer,Salaried,1480146,517,0.48,0,391165,2024-11-17
232,37,Non-binary,Delhi,Sales,Salaried,300534,558,0.5,10902,320006,2023-08-01
233,32,Non-binary,Pune,Consultant,Salaried,1931537,410,0.12,10164,231780,2023-03-05
234,36,Male,Bengaluru,Software Engineer,Freelance,1921563,572,0.46,315176,269014,2022-07-22
235,29,Female,Indore,Banker,Salaried,300534,382,0.6,604332,357892,2025-02-21
236,24,Male,Nagpur,Product Manager,Contract,1029068,446,0.06,33421,499921,2024-05-10
237,23,Non-binary,Surat,Data Scientist,Contract,927966,548,0.52,0,396564,2021-10-31
238,37,Non-binary,Indore,Sales,Contract,505066,346,0.6,242326,40865,2024-09-12
239,40,Female,Chennai,Data Scientist,Contract,686356,300,0.19,169810,499921,2024-10-19
240,31,Non-binary,Indore,Banker,Salaried,1998831,580,0.29,13186,1052,2024-12-21
241,30,Non-binary,Delhi,Data Scientist,Salaried,1216889,300,0.55,0,338258,2025-10-01
242,36,Non-binary,Chennai,Product Manager,Salaried,1915916,359,0.36,1481,206482,2024-06-19
243,35,Male,Bengaluru,Software Engineer,Salaried,1386046,576,0.37,665567,391518,2025-10-01
244,31,Male,Nagpur,Sales,Freelance,1365049,337,0.51,256254,230708,2025-09-27
245,24,Non-binary,Hyderabad,Product Manager,Contract,441036,300,0.38,0,173176,2022-07-03
246,32,Non-binary,Bengaluru,Banker,Freelance,1837058,782,0.02,18176,251540,2022-07-28
247,40,Male,Chennai,Product Manager,Salaried,731962,568,0.18,0,418428,2021-05-01
248,36,Male,Lucknow,Product Manager,Salaried,813873,850,0.51,168844,391127,2021-10-25
249,35,Non-binary,Hyderabad,Banker,Salaried,1371216,794,0.2,0,101317,2025-03-04
250,23,Female,Nagpur,Software Engineer,Freelance,953202,690,0.34,459643,19607,2021-11-28
251,39,Male,Indore,Sales,Contract,1998831,300,0.6,0,499921,2023-07-21
252,34,Non-binary,Pune,Consultant,Contract,1998831,429,0.23,0,213792,2022-02-10
253,36,Non-binary,Delhi,Data Scientist,Freelance,1998831,380,0.22,57284,499921,2022-07-26
254,26,Male,Vadodara,Data Scientist,Salaried,1139998,527,0.48,0,125863,2024-05-07
255,39,Non-binary,Ahmedabad,Sales,Salaried,606736,409,0.27,424330,384025,2022-08-31
256,31,Male,Nagpur,Product Manager,Freelance,1126682,729,0.23,5676,499921,2021-10-16
257,29,Female,Indore,Product Manager,Contract,886955,300,0.6,7309,89610,2024-11-21
258,30,Male,Surat,Sales,Salaried,1943937,599,0.39,17108,4915,2022-05-05
259,38,Female,Nagpur,Data Scientist,Contract,1192815,553,0.43,29228,314893,2024-01-19
260,39,Non-binary,Indore,Banker,Contract,1354290,722,0.4,26418,104068,2021-12-13
261,39,Non-binary,Hyderabad,Product Manager,Contract,1720818,607,0.06,0,29594,2023-04-17
262,26,Female,Chennai,Product Manager,Salaried,1998831,318,0.18,628310,352792,2023-09-09
263,38,Non-binary,Pune,Sales,Salaried,1817489,355,0.0,21443,117760,2022-12-14
264,38,Female,Pune,Sales,Salaried,1998831,300,0.03,108082,14658,2023-11-15
265,33,Non-binary,Bengaluru,Software Engineer,Freelance,1622380,373,0.49,330400,4490,2025-04-28
266,28,Non-binary,Ahmedabad,Sales,Salaried,785726,470,0.49,33784,439209,2020-10-03
267,36,Non-binary,Surat,Designer,Freelance,1129630,301,0.0,913644,1052,2025-10-01
268,40,Female,Chennai,Product Manager,Contract,1497085,300,0.05,0,1052,2024-03-12
269,36,Non-binary,Pune,Designer,Contract,394687,387,0.58,999134,267031,2024-09-11
270,40,Female,Mumbai,Banker,Freelance,300534,514,0.1,0,1052,2022-09-06
271,40,Male,Indore,Consultant,Salaried,1506149,477,0.2,255754,143340,2024-06-21
272,40,Male,Kolkata,Software Engineer,Salaried,1142857,300,0.39,0,117610,2022-04-28
273,25,Female,Surat,Consultant,Salaried,1386063,478,0.59,0,134947,2025-01-09
274,29,Male,Jaipur,Consultant,Contract,579951,411,0.6,96090,360201,2025-09-17
275,38,Non-binary,Bengaluru,Consultant,Contract,1483265,328,0.01,0,126828,2021-05-31
276,33,Female,Ahmedabad,Designer,Salaried,1452511,630,0.11,21659,236196,2025-10-01
277,36,Non-binary,Jaipur,Banker,Salaried,1601087,850,0.38,0,71964,2023-10-28
278,32,Non-binary,Bengaluru,Banker,Salaried,1763892,300,0.11,0,87888,2024-06-22
279,40,Non-binary,Mumbai,Sales,Salaried,1914982,347,0.43,436669,175420,2022-02-20
280,27,Female,Pune,Consultant,Contract,534297,570,0.42,0,14982,2024-12-31
281,25,Non-binary,Mumbai,Data Scientist,Salaried,1712918,335,0.0,0,110499,2022-03-28
282,40,Female,Vadodara,Banker,Freelance,488960,441,0.0,37881,58059,2024-12-13
283,31,Female,Ahmedabad,Designer,Freelance,397447,300,0.06,0,16258,2023-02-01
284,28,Female,Jaipur,Data Scientist,Salaried,926969,439,0.38,0,1052,2023-12-21
285,28,Non-binary,Hyderabad,Consultant,Contract,1998831,669,0.16,874802,445264,2021-09-03
286,23,Male,Bengaluru,Data Scientist,Freelance,1121201,763,0.11,0,85564,2022-10-13
287,32,Non-binary,Indore,Software Engineer,Contract,550131,331,0.36,634158,416201,2022-01-24
288,32,Non-binary,Lucknow,Designer,Freelance,787216,565,0.57,932684,437671,2025-02-08
289,36,Female,Jaipur,Banker,Freelance,1586707,300,0.1,15069,194621,2025-09-09
290,35,Male,Indore,Data Scientist,Salaried,1470372,381,0.42,21712,367672,2021-02-25
291,36,Non-binary,Lucknow,Designer,Freelance,1934560,631,0.54,0,291109,2025-03-28
292,35,Non-binary,Mumbai,Designer,Freelance,518476,300,0.54,412994,211390,2021-03-09
293,38,Male,Delhi,Designer,Freelance,1566756,445,0.4,0,123693,2022-11-10
294,29,Non-binary,Mumbai,Consultant,Contract,550161,548,0.05,0,145159,2022-09-05
295,28,Male,Lucknow,Product Manager,Freelance,1998831,648,0.42,0,396709,2024-04-25
296,24,Female,Vadodara,Consultant,Salaried,1688500,596,0.01,0,71558,2022-06-03
297,27,Female,Ahmedabad,Product Manager,Freelance,1998831,300,0.16,0,4026,2025-05-13
298,33,Male,Vadodara,Software Engineer,Salaried,339951,774,0.34,398647,108044,2025-10-01
299,28,Female,Nagpur,Product Manager,Salaried,1257503,366,0.26,21762,499264,2022-08-11
300,38,Male,Vadodara,Designer,Salaried,611479,485,0.6,0,160881,2024-03-26
